state_name,year,condition_status,counts,condition
Alabama,2004,No,59030,incompetent_cervix
Alabama,2004,Unknown or Not Stated,333,incompetent_cervix
Alabama,2005,Yes,146,incompetent_cervix
Alabama,2005,No,59857,incompetent_cervix
Alabama,2005,Unknown or Not Stated,450,incompetent_cervix
Alabama,2006,Yes,190,incompetent_cervix
Alabama,2006,No,62584,incompetent_cervix
Alabama,2006,Unknown or Not Stated,458,incompetent_cervix
Alaska,2003,Yes,20,incompetent_cervix
Alaska,2003,No,9208,incompetent_cervix
Alaska,2003,Unknown or Not Stated,858,incompetent_cervix
Alaska,2004,Yes,15,incompetent_cervix
Alaska,2004,No,9297,incompetent_cervix
Alaska,2004,Unknown or Not Stated,1026,incompetent_cervix
Alaska,2005,Yes,13,incompetent_cervix
Alaska,2005,No,10244,incompetent_cervix
Alaska,2005,Unknown or Not Stated,202,incompetent_cervix
Alaska,2006,Yes,17,incompetent_cervix
Alaska,2006,No,10751,incompetent_cervix
Alaska,2006,Unknown or Not Stated,228,incompetent_cervix
Arizona,2003,Yes,90,incompetent_cervix
Arizona,2003,No,90868,incompetent_cervix
Arizona,2004,Yes,71,incompetent_cervix
Arizona,2004,No,93571,incompetent_cervix
Arizona,2004,Unknown or Not Stated,21,incompetent_cervix
Arizona,2005,Yes,99,incompetent_cervix
Arizona,2005,No,96039,incompetent_cervix
Arizona,2005,Unknown or Not Stated,61,incompetent_cervix
Arizona,2006,Yes,92,incompetent_cervix
Arizona,2006,No,102182,incompetent_cervix
Arizona,2006,Unknown or Not Stated,155,incompetent_cervix
Arkansas,2003,Yes,75,incompetent_cervix
Arkansas,2003,No,37683,incompetent_cervix
Arkansas,2003,Unknown or Not Stated,26,incompetent_cervix
Arkansas,2004,Yes,79,incompetent_cervix
Arkansas,2004,No,37987,incompetent_cervix
Arkansas,2004,Unknown or Not Stated,507,incompetent_cervix
Arkansas,2005,Yes,77,incompetent_cervix
Arkansas,2005,No,37490,incompetent_cervix
Arkansas,2005,Unknown or Not Stated,1641,incompetent_cervix
Arkansas,2006,Yes,68,incompetent_cervix
Arkansas,2006,No,39171,incompetent_cervix
Arkansas,2006,Unknown or Not Stated,1722,incompetent_cervix
California,2003,Yes,837,incompetent_cervix
California,2003,No,540081,incompetent_cervix
California,2003,Unknown or Not Stated,79,incompetent_cervix
California,2004,Yes,839,incompetent_cervix
California,2004,No,543843,incompetent_cervix
California,2004,Unknown or Not Stated,161,incompetent_cervix
California,2005,Yes,1039,incompetent_cervix
California,2005,No,547623,incompetent_cervix
California,2005,Unknown or Not Stated,220,incompetent_cervix
California,2006,Not Reported,562440,incompetent_cervix
Colorado,2003,Yes,189,incompetent_cervix
Colorado,2003,No,69139,incompetent_cervix
Colorado,2003,Unknown or Not Stated,11,incompetent_cervix
Colorado,2004,Yes,185,incompetent_cervix
Colorado,2004,No,68304,incompetent_cervix
Colorado,2004,Unknown or Not Stated,14,incompetent_cervix
Colorado,2005,Yes,206,incompetent_cervix
Colorado,2005,No,68672,incompetent_cervix
Colorado,2005,Unknown or Not Stated,66,incompetent_cervix
Colorado,2006,Yes,219,incompetent_cervix
Colorado,2006,No,70400,incompetent_cervix
Colorado,2006,Unknown or Not Stated,132,incompetent_cervix
Connecticut,2003,Yes,190,incompetent_cervix
Connecticut,2003,No,42610,incompetent_cervix
Connecticut,2003,Unknown or Not Stated,73,incompetent_cervix
Connecticut,2004,Yes,161,incompetent_cervix
Connecticut,2004,No,41618,incompetent_cervix
Connecticut,2004,Unknown or Not Stated,316,incompetent_cervix
Connecticut,2005,Yes,143,incompetent_cervix
Connecticut,2005,No,41237,incompetent_cervix
Connecticut,2005,Unknown or Not Stated,338,incompetent_cervix
Connecticut,2006,Yes,140,incompetent_cervix
Connecticut,2006,No,41345,incompetent_cervix
Connecticut,2006,Unknown or Not Stated,335,incompetent_cervix
Delaware,2003,Yes,55,incompetent_cervix
Delaware,2003,No,11000,incompetent_cervix
Delaware,2003,Unknown or Not Stated,274,incompetent_cervix
Delaware,2004,Yes,49,incompetent_cervix
Delaware,2004,No,11039,incompetent_cervix
Delaware,2004,Unknown or Not Stated,281,incompetent_cervix
Delaware,2005,Yes,25,incompetent_cervix
Delaware,2005,No,11303,incompetent_cervix
Delaware,2005,Unknown or Not Stated,315,incompetent_cervix
Delaware,2006,Not Reported,11989,incompetent_cervix
District of Columbia,2003,Yes,18,incompetent_cervix
District of Columbia,2003,No,7597,incompetent_cervix
District of Columbia,2004,Yes,28,incompetent_cervix
District of Columbia,2004,No,7898,incompetent_cervix
District of Columbia,2005,Yes,20,incompetent_cervix
District of Columbia,2005,No,7940,incompetent_cervix
District of Columbia,2005,Unknown or Not Stated,11,incompetent_cervix
District of Columbia,2006,Yes,25,incompetent_cervix
District of Columbia,2006,No,8494,incompetent_cervix
Florida,2003,Yes,442,incompetent_cervix
Florida,2003,No,211761,incompetent_cervix
Florida,2003,Unknown or Not Stated,47,incompetent_cervix
Florida,2004,Not Reported,218053,incompetent_cervix
Florida,2005,Not Reported,226240,incompetent_cervix
Florida,2006,Not Reported,236802,incompetent_cervix
Georgia,2003,Yes,610,incompetent_cervix
Georgia,2003,No,134782,incompetent_cervix
Georgia,2003,Unknown or Not Stated,587,incompetent_cervix
Georgia,2004,Yes,573,incompetent_cervix
Georgia,2004,No,136104,incompetent_cervix
Georgia,2004,Unknown or Not Stated,2172,incompetent_cervix
Georgia,2005,Yes,545,incompetent_cervix
Georgia,2005,No,139366,incompetent_cervix
Georgia,2005,Unknown or Not Stated,2289,incompetent_cervix
Georgia,2006,Yes,560,incompetent_cervix
Georgia,2006,No,144884,incompetent_cervix
Georgia,2006,Unknown or Not Stated,3189,incompetent_cervix
Hawaii,2003,Yes,45,incompetent_cervix
Hawaii,2003,No,18053,incompetent_cervix
Hawaii,2004,Yes,58,incompetent_cervix
Hawaii,2004,No,18215,incompetent_cervix
Hawaii,2005,Yes,36,incompetent_cervix
Hawaii,2005,No,17877,incompetent_cervix
Hawaii,2005,Unknown or Not Stated,11,incompetent_cervix
Hawaii,2006,Yes,30,incompetent_cervix
Hawaii,2006,No,18920,incompetent_cervix
Hawaii,2006,Unknown or Not Stated,32,incompetent_cervix
Idaho,2003,Yes,43,incompetent_cervix
Idaho,2003,No,21304,incompetent_cervix
Idaho,2003,Unknown or Not Stated,453,incompetent_cervix
Idaho,2004,Not Reported,22532,incompetent_cervix
Idaho,2005,Not Reported,23062,incompetent_cervix
Idaho,2006,Not Reported,24184,incompetent_cervix
Illinois,2003,Yes,515,incompetent_cervix
Illinois,2003,No,181927,incompetent_cervix
Illinois,2003,Unknown or Not Stated,53,incompetent_cervix
Illinois,2004,Yes,507,incompetent_cervix
Illinois,2004,No,180061,incompetent_cervix
Illinois,2004,Unknown or Not Stated,210,incompetent_cervix
Illinois,2005,Yes,548,incompetent_cervix
Illinois,2005,No,178200,incompetent_cervix
Illinois,2005,Unknown or Not Stated,272,incompetent_cervix
Illinois,2006,Yes,507,incompetent_cervix
Illinois,2006,No,179802,incompetent_cervix
Illinois,2006,Unknown or Not Stated,263,incompetent_cervix
Indiana,2003,Yes,314,incompetent_cervix
Indiana,2003,No,86096,incompetent_cervix
Indiana,2003,Unknown or Not Stated,24,incompetent_cervix
Indiana,2004,Yes,271,incompetent_cervix
Indiana,2004,No,86018,incompetent_cervix
Indiana,2004,Unknown or Not Stated,853,incompetent_cervix
Indiana,2005,Yes,263,incompetent_cervix
Indiana,2005,No,86058,incompetent_cervix
Indiana,2005,Unknown or Not Stated,872,incompetent_cervix
Indiana,2006,Yes,255,incompetent_cervix
Indiana,2006,No,86779,incompetent_cervix
Indiana,2006,Unknown or Not Stated,1597,incompetent_cervix
Iowa,2003,Yes,134,incompetent_cervix
Iowa,2003,No,38022,incompetent_cervix
Iowa,2003,Unknown or Not Stated,18,incompetent_cervix
Iowa,2004,Yes,141,incompetent_cervix
Iowa,2004,No,38276,incompetent_cervix
Iowa,2004,Unknown or Not Stated,21,incompetent_cervix
Iowa,2005,Yes,135,incompetent_cervix
Iowa,2005,No,38151,incompetent_cervix
Iowa,2005,Unknown or Not Stated,1025,incompetent_cervix
Iowa,2006,Yes,112,incompetent_cervix
Iowa,2006,No,39204,incompetent_cervix
Iowa,2006,Unknown or Not Stated,1291,incompetent_cervix
Kansas,2003,Yes,73,incompetent_cervix
Kansas,2003,No,39392,incompetent_cervix
Kansas,2003,Unknown or Not Stated,11,incompetent_cervix
Kansas,2004,Yes,77,incompetent_cervix
Kansas,2004,No,39562,incompetent_cervix
Kansas,2004,Unknown or Not Stated,30,incompetent_cervix
Kansas,2005,Not Reported,39888,incompetent_cervix
Kansas,2006,Not Reported,40968,incompetent_cervix
Kentucky,2003,Yes,169,incompetent_cervix
Kentucky,2003,No,53690,incompetent_cervix
Kentucky,2003,Unknown or Not Stated,1377,incompetent_cervix
Kentucky,2004,Not Reported,55720,incompetent_cervix
Kentucky,2005,Not Reported,56444,incompetent_cervix
Kentucky,2006,Not Reported,58250,incompetent_cervix
Louisiana,2003,Yes,120,incompetent_cervix
Louisiana,2003,No,64818,incompetent_cervix
Louisiana,2003,Unknown or Not Stated,102,incompetent_cervix
Louisiana,2004,Yes,126,incompetent_cervix
Louisiana,2004,No,65145,incompetent_cervix
Louisiana,2004,Unknown or Not Stated,98,incompetent_cervix
Louisiana,2005,Yes,131,incompetent_cervix
Louisiana,2005,No,60192,incompetent_cervix
Louisiana,2005,Unknown or Not Stated,614,incompetent_cervix
Louisiana,2006,Yes,100,incompetent_cervix
Louisiana,2006,No,63060,incompetent_cervix
Louisiana,2006,Unknown or Not Stated,216,incompetent_cervix
Maine,2003,Yes,43,incompetent_cervix
Maine,2003,No,13797,incompetent_cervix
Maine,2003,Unknown or Not Stated,15,incompetent_cervix
Maine,2004,Yes,55,incompetent_cervix
Maine,2004,No,13729,incompetent_cervix
Maine,2004,Unknown or Not Stated,160,incompetent_cervix
Maine,2005,Yes,55,incompetent_cervix
Maine,2005,No,13742,incompetent_cervix
Maine,2005,Unknown or Not Stated,315,incompetent_cervix
Maine,2006,Yes,41,incompetent_cervix
Maine,2006,No,13790,incompetent_cervix
Maine,2006,Unknown or Not Stated,320,incompetent_cervix
Maryland,2003,Yes,404,incompetent_cervix
Maryland,2003,No,74322,incompetent_cervix
Maryland,2003,Unknown or Not Stated,204,incompetent_cervix
Maryland,2004,Yes,430,incompetent_cervix
Maryland,2004,No,73965,incompetent_cervix
Maryland,2004,Unknown or Not Stated,233,incompetent_cervix
Maryland,2005,Yes,386,incompetent_cervix
Maryland,2005,No,74355,incompetent_cervix
Maryland,2005,Unknown or Not Stated,239,incompetent_cervix
Maryland,2006,Yes,371,incompetent_cervix
Maryland,2006,No,76436,incompetent_cervix
Maryland,2006,Unknown or Not Stated,687,incompetent_cervix
Massachusetts,2003,Yes,537,incompetent_cervix
Massachusetts,2003,No,79404,incompetent_cervix
Massachusetts,2003,Unknown or Not Stated,243,incompetent_cervix
Massachusetts,2004,Yes,496,incompetent_cervix
Massachusetts,2004,No,77647,incompetent_cervix
Massachusetts,2004,Unknown or Not Stated,341,incompetent_cervix
Massachusetts,2005,Yes,485,incompetent_cervix
Massachusetts,2005,No,76027,incompetent_cervix
Massachusetts,2005,Unknown or Not Stated,353,incompetent_cervix
Massachusetts,2006,Yes,439,incompetent_cervix
Massachusetts,2006,No,76744,incompetent_cervix
Massachusetts,2006,Unknown or Not Stated,493,incompetent_cervix
Michigan,2003,Yes,355,incompetent_cervix
Michigan,2003,No,130720,incompetent_cervix
Michigan,2003,Unknown or Not Stated,19,incompetent_cervix
Michigan,2004,Yes,308,incompetent_cervix
Michigan,2004,No,129431,incompetent_cervix
Michigan,2004,Unknown or Not Stated,37,incompetent_cervix
Michigan,2005,Yes,335,incompetent_cervix
Michigan,2005,No,127317,incompetent_cervix
Michigan,2005,Unknown or Not Stated,54,incompetent_cervix
Michigan,2006,Yes,353,incompetent_cervix
Michigan,2006,No,126359,incompetent_cervix
Michigan,2006,Unknown or Not Stated,771,incompetent_cervix
Minnesota,2003,Yes,158,incompetent_cervix
Minnesota,2003,No,65943,incompetent_cervix
Minnesota,2003,Unknown or Not Stated,3949,incompetent_cervix
Minnesota,2004,Yes,146,incompetent_cervix
Minnesota,2004,No,68370,incompetent_cervix
Minnesota,2004,Unknown or Not Stated,2108,incompetent_cervix
Minnesota,2005,Yes,186,incompetent_cervix
Minnesota,2005,No,68437,incompetent_cervix
Minnesota,2005,Unknown or Not Stated,2296,incompetent_cervix
Minnesota,2006,Yes,147,incompetent_cervix
Minnesota,2006,No,69933,incompetent_cervix
Minnesota,2006,Unknown or Not Stated,3445,incompetent_cervix
Mississippi,2003,Yes,86,incompetent_cervix
Mississippi,2003,No,42198,incompetent_cervix
Mississippi,2003,Unknown or Not Stated,96,incompetent_cervix
Mississippi,2004,Yes,90,incompetent_cervix
Mississippi,2004,No,41020,incompetent_cervix
Mississippi,2004,Unknown or Not Stated,1717,incompetent_cervix
Mississippi,2005,Yes,106,incompetent_cervix
Mississippi,2005,No,40465,incompetent_cervix
Mississippi,2005,Unknown or Not Stated,1824,incompetent_cervix
Mississippi,2006,Yes,123,incompetent_cervix
Mississippi,2006,No,44167,incompetent_cervix
Mississippi,2006,Unknown or Not Stated,1766,incompetent_cervix
Missouri,2003,Yes,272,incompetent_cervix
Missouri,2003,No,76709,incompetent_cervix
Missouri,2003,Unknown or Not Stated,64,incompetent_cervix
Missouri,2004,Yes,271,incompetent_cervix
Missouri,2004,No,77382,incompetent_cervix
Missouri,2004,Unknown or Not Stated,112,incompetent_cervix
Missouri,2005,Yes,273,incompetent_cervix
Missouri,2005,No,76038,incompetent_cervix
Missouri,2005,Unknown or Not Stated,2307,incompetent_cervix
Missouri,2006,Yes,327,incompetent_cervix
Missouri,2006,No,78659,incompetent_cervix
Missouri,2006,Unknown or Not Stated,2399,incompetent_cervix
Montana,2003,Yes,30,incompetent_cervix
Montana,2003,No,11372,incompetent_cervix
Montana,2003,Unknown or Not Stated,20,incompetent_cervix
Montana,2004,Yes,28,incompetent_cervix
Montana,2004,No,11455,incompetent_cervix
Montana,2004,Unknown or Not Stated,36,incompetent_cervix
Montana,2005,Yes,45,incompetent_cervix
Montana,2005,No,11483,incompetent_cervix
Montana,2005,Unknown or Not Stated,55,incompetent_cervix
Montana,2006,Yes,36,incompetent_cervix
Montana,2006,No,12341,incompetent_cervix
Montana,2006,Unknown or Not Stated,131,incompetent_cervix
Nebraska,2003,Yes,64,incompetent_cervix
Nebraska,2003,No,25846,incompetent_cervix
Nebraska,2004,Yes,71,incompetent_cervix
Nebraska,2004,No,26243,incompetent_cervix
Nebraska,2004,Unknown or Not Stated,18,incompetent_cervix
Nebraska,2005,Not Reported,26145,incompetent_cervix
Nebraska,2006,Not Reported,26727,incompetent_cervix
Nevada,2003,Yes,72,incompetent_cervix
Nevada,2003,No,33117,incompetent_cervix
Nevada,2003,Unknown or Not Stated,458,incompetent_cervix
Nevada,2004,Yes,175,incompetent_cervix
Nevada,2004,No,33971,incompetent_cervix
Nevada,2004,Unknown or Not Stated,1054,incompetent_cervix
Nevada,2005,Yes,151,incompetent_cervix
Nevada,2005,No,36308,incompetent_cervix
Nevada,2005,Unknown or Not Stated,809,incompetent_cervix
Nevada,2006,Yes,197,incompetent_cervix
Nevada,2006,No,38929,incompetent_cervix
Nevada,2006,Unknown or Not Stated,901,incompetent_cervix
New Hampshire,2003,Yes,41,incompetent_cervix
New Hampshire,2003,No,14349,incompetent_cervix
New Hampshire,2004,Not Reported,14565,incompetent_cervix
New Hampshire,2005,Not Reported,14420,incompetent_cervix
New Hampshire,2006,Not Reported,14378,incompetent_cervix
New Jersey,2003,Yes,631,incompetent_cervix
New Jersey,2003,No,114288,incompetent_cervix
New Jersey,2003,Unknown or Not Stated,2064,incompetent_cervix
New Jersey,2004,Yes,592,incompetent_cervix
New Jersey,2004,No,112481,incompetent_cervix
New Jersey,2004,Unknown or Not Stated,2180,incompetent_cervix
New Jersey,2005,Yes,556,incompetent_cervix
New Jersey,2005,No,111231,incompetent_cervix
New Jersey,2005,Unknown or Not Stated,1989,incompetent_cervix
New Jersey,2006,Yes,525,incompetent_cervix
New Jersey,2006,No,112253,incompetent_cervix
New Jersey,2006,Unknown or Not Stated,2242,incompetent_cervix
New Mexico,2003,Yes,48,incompetent_cervix
New Mexico,2003,No,27759,incompetent_cervix
New Mexico,2003,Unknown or Not Stated,14,incompetent_cervix
New Mexico,2004,Yes,45,incompetent_cervix
New Mexico,2004,No,28321,incompetent_cervix
New Mexico,2004,Unknown or Not Stated,18,incompetent_cervix
New Mexico,2005,Yes,40,incompetent_cervix
New Mexico,2005,No,27955,incompetent_cervix
New Mexico,2005,Unknown or Not Stated,840,incompetent_cervix
New Mexico,2006,Yes,32,incompetent_cervix
New Mexico,2006,No,29000,incompetent_cervix
New Mexico,2006,Unknown or Not Stated,904,incompetent_cervix
New York,2003,Yes,1182,incompetent_cervix
New York,2003,No,248289,incompetent_cervix
New York,2003,Unknown or Not Stated,4243,incompetent_cervix
New York,2004,Yes,397,incompetent_cervix
New York,2004,No,113699,incompetent_cervix
New York,2004,Unknown or Not Stated,4972,incompetent_cervix
New York,2004,Not Reported,130879,incompetent_cervix
New York,2005,Yes,388,incompetent_cervix
New York,2005,No,112347,incompetent_cervix
New York,2005,Unknown or Not Stated,4772,incompetent_cervix
New York,2005,Not Reported,128844,incompetent_cervix
New York,2006,Yes,327,incompetent_cervix
New York,2006,No,114851,incompetent_cervix
New York,2006,Unknown or Not Stated,4707,incompetent_cervix
New York,2006,Not Reported,130219,incompetent_cervix
North Carolina,2003,Yes,528,incompetent_cervix
North Carolina,2003,No,117761,incompetent_cervix
North Carolina,2003,Unknown or Not Stated,34,incompetent_cervix
North Carolina,2004,Yes,488,incompetent_cervix
North Carolina,2004,No,118950,incompetent_cervix
North Carolina,2004,Unknown or Not Stated,409,incompetent_cervix
North Carolina,2005,Yes,490,incompetent_cervix
North Carolina,2005,No,122169,incompetent_cervix
North Carolina,2005,Unknown or Not Stated,437,incompetent_cervix
North Carolina,2006,Yes,416,incompetent_cervix
North Carolina,2006,No,126931,incompetent_cervix
North Carolina,2006,Unknown or Not Stated,512,incompetent_cervix
North Dakota,2003,Yes,20,incompetent_cervix
North Dakota,2003,No,7924,incompetent_cervix
North Dakota,2003,Unknown or Not Stated,28,incompetent_cervix
North Dakota,2004,Yes,32,incompetent_cervix
North Dakota,2004,No,8125,incompetent_cervix
North Dakota,2004,Unknown or Not Stated,32,incompetent_cervix
North Dakota,2005,Yes,31,incompetent_cervix
North Dakota,2005,No,8347,incompetent_cervix
North Dakota,2005,Unknown or Not Stated,12,incompetent_cervix
North Dakota,2006,Not Reported,8621,incompetent_cervix
Ohio,2003,Yes,477,incompetent_cervix
Ohio,2003,No,148797,incompetent_cervix
Ohio,2003,Unknown or Not Stated,405,incompetent_cervix
Ohio,2004,Yes,437,incompetent_cervix
Ohio,2004,No,147675,incompetent_cervix
Ohio,2004,Unknown or Not Stated,842,incompetent_cervix
Ohio,2005,Yes,423,incompetent_cervix
Ohio,2005,No,146921,incompetent_cervix
Ohio,2005,Unknown or Not Stated,1044,incompetent_cervix
Ohio,2006,Not Reported,150593,incompetent_cervix
Oklahoma,2003,Yes,125,incompetent_cervix
Oklahoma,2003,No,49847,incompetent_cervix
Oklahoma,2003,Unknown or Not Stated,1009,incompetent_cervix
Oklahoma,2004,Yes,106,incompetent_cervix
Oklahoma,2004,No,48705,incompetent_cervix
Oklahoma,2004,Unknown or Not Stated,2495,incompetent_cervix
Oklahoma,2005,Yes,119,incompetent_cervix
Oklahoma,2005,No,49991,incompetent_cervix
Oklahoma,2005,Unknown or Not Stated,1691,incompetent_cervix
Oklahoma,2006,Yes,84,incompetent_cervix
Oklahoma,2006,No,53007,incompetent_cervix
Oklahoma,2006,Unknown or Not Stated,925,incompetent_cervix
Oregon,2003,Yes,169,incompetent_cervix
Oregon,2003,No,44840,incompetent_cervix
Oregon,2003,Unknown or Not Stated,944,incompetent_cervix
Oregon,2004,Yes,172,incompetent_cervix
Oregon,2004,No,44460,incompetent_cervix
Oregon,2004,Unknown or Not Stated,1046,incompetent_cervix
Oregon,2005,Yes,155,incompetent_cervix
Oregon,2005,No,44807,incompetent_cervix
Oregon,2005,Unknown or Not Stated,960,incompetent_cervix
Oregon,2006,Yes,165,incompetent_cervix
Oregon,2006,No,47291,incompetent_cervix
Oregon,2006,Unknown or Not Stated,1233,incompetent_cervix
Pennsylvania,2003,Not Reported,145959,incompetent_cervix
Pennsylvania,2004,Not Reported,144748,incompetent_cervix
Pennsylvania,2005,Not Reported,145383,incompetent_cervix
Pennsylvania,2006,Not Reported,149090,incompetent_cervix
Rhode Island,2003,Yes,39,incompetent_cervix
Rhode Island,2003,No,12310,incompetent_cervix
Rhode Island,2003,Unknown or Not Stated,860,incompetent_cervix
Rhode Island,2004,Yes,23,incompetent_cervix
Rhode Island,2004,No,12509,incompetent_cervix
Rhode Island,2004,Unknown or Not Stated,247,incompetent_cervix
Rhode Island,2005,Yes,29,incompetent_cervix
Rhode Island,2005,No,12546,incompetent_cervix
Rhode Island,2005,Unknown or Not Stated,122,incompetent_cervix
Rhode Island,2006,Yes,36,incompetent_cervix
Rhode Island,2006,No,12178,incompetent_cervix
Rhode Island,2006,Unknown or Not Stated,158,incompetent_cervix
South Carolina,2003,Yes,268,incompetent_cervix
South Carolina,2003,No,55364,incompetent_cervix
South Carolina,2003,Unknown or Not Stated,17,incompetent_cervix
South Carolina,2004,Not Reported,56590,incompetent_cervix
South Carolina,2005,Not Reported,57711,incompetent_cervix
South Carolina,2006,Not Reported,62171,incompetent_cervix
South Dakota,2003,Yes,37,incompetent_cervix
South Dakota,2003,No,10990,incompetent_cervix
South Dakota,2004,Yes,45,incompetent_cervix
South Dakota,2004,No,11293,incompetent_cervix
South Dakota,2005,Yes,38,incompetent_cervix
South Dakota,2005,No,11347,incompetent_cervix
South Dakota,2005,Unknown or Not Stated,77,incompetent_cervix
South Dakota,2006,Not Reported,11919,incompetent_cervix
Tennessee,2003,Yes,236,incompetent_cervix
Tennessee,2003,No,78638,incompetent_cervix
Tennessee,2003,Unknown or Not Stated,16,incompetent_cervix
Tennessee,2004,Not Reported,79642,incompetent_cervix
Tennessee,2005,Not Reported,81747,incompetent_cervix
Tennessee,2006,Not Reported,84355,incompetent_cervix
Texas,2003,Yes,774,incompetent_cervix
Texas,2003,No,374411,incompetent_cervix
Texas,2003,Unknown or Not Stated,2291,incompetent_cervix
Texas,2004,Yes,861,incompetent_cervix
Texas,2004,No,376869,incompetent_cervix
Texas,2004,Unknown or Not Stated,3563,incompetent_cervix
Texas,2005,Not Reported,385915,incompetent_cervix
Texas,2006,Not Reported,399603,incompetent_cervix
Utah,2003,Yes,160,incompetent_cervix
Utah,2003,No,49613,incompetent_cervix
Utah,2003,Unknown or Not Stated,87,incompetent_cervix
Utah,2004,Yes,165,incompetent_cervix
Utah,2004,No,50404,incompetent_cervix
Utah,2004,Unknown or Not Stated,101,incompetent_cervix
Utah,2005,Yes,183,incompetent_cervix
Utah,2005,No,51241,incompetent_cervix
Utah,2005,Unknown or Not Stated,132,incompetent_cervix
Utah,2006,Yes,176,incompetent_cervix
Utah,2006,No,53128,incompetent_cervix
Utah,2006,Unknown or Not Stated,200,incompetent_cervix
Vermont,2003,Yes,24,incompetent_cervix
Vermont,2003,No,6562,incompetent_cervix
Vermont,2004,Yes,20,incompetent_cervix
Vermont,2004,No,6218,incompetent_cervix
Vermont,2004,Unknown or Not Stated,361,incompetent_cervix
Vermont,2005,Not Reported,6295,incompetent_cervix
Vermont,2006,Not Reported,6511,incompetent_cervix
Virginia,2003,Yes,341,incompetent_cervix
Virginia,2003,No,100853,incompetent_cervix
Virginia,2003,Unknown or Not Stated,60,incompetent_cervix
Virginia,2004,Yes,366,incompetent_cervix
Virginia,2004,No,102433,incompetent_cervix
Virginia,2004,Unknown or Not Stated,1134,incompetent_cervix
Virginia,2005,Yes,393,incompetent_cervix
Virginia,2005,No,103031,incompetent_cervix
Virginia,2005,Unknown or Not Stated,1131,incompetent_cervix
Virginia,2006,Yes,251,incompetent_cervix
Virginia,2006,No,106397,incompetent_cervix
Virginia,2006,Unknown or Not Stated,1169,incompetent_cervix
Washington,2003,Not Reported,80489,incompetent_cervix
Washington,2004,Not Reported,81747,incompetent_cervix
Washington,2005,Not Reported,82703,incompetent_cervix
Washington,2006,Not Reported,86876,incompetent_cervix
West Virginia,2003,Yes,48,incompetent_cervix
West Virginia,2003,No,20695,incompetent_cervix
West Virginia,2003,Unknown or Not Stated,192,incompetent_cervix
West Virginia,2004,Yes,42,incompetent_cervix
West Virginia,2004,No,20488,incompetent_cervix
West Virginia,2004,Unknown or Not Stated,350,incompetent_cervix
West Virginia,2005,Yes,28,incompetent_cervix
West Virginia,2005,No,20414,incompetent_cervix
West Virginia,2005,Unknown or Not Stated,394,incompetent_cervix
West Virginia,2006,Yes,39,incompetent_cervix
West Virginia,2006,No,20165,incompetent_cervix
West Virginia,2006,Unknown or Not Stated,727,incompetent_cervix
Wisconsin,2003,Yes,226,incompetent_cervix
Wisconsin,2003,No,69779,incompetent_cervix
Wisconsin,2003,Unknown or Not Stated,35,incompetent_cervix
Wisconsin,2004,Yes,208,incompetent_cervix
Wisconsin,2004,No,69903,incompetent_cervix
Wisconsin,2004,Unknown or Not Stated,35,incompetent_cervix
Wisconsin,2005,Yes,194,incompetent_cervix
Wisconsin,2005,No,70745,incompetent_cervix
Wisconsin,2005,Unknown or Not Stated,45,incompetent_cervix
Wisconsin,2006,Yes,266,incompetent_cervix
Wisconsin,2006,No,72026,incompetent_cervix
Wisconsin,2006,Unknown or Not Stated,48,incompetent_cervix
Wyoming,2003,Yes,16,incompetent_cervix
Wyoming,2003,No,6683,incompetent_cervix
Wyoming,2004,Yes,23,incompetent_cervix
Wyoming,2004,No,6766,incompetent_cervix
Wyoming,2004,Unknown or Not Stated,18,incompetent_cervix
Wyoming,2005,Yes,25,incompetent_cervix
Wyoming,2005,No,7125,incompetent_cervix
Wyoming,2005,Unknown or Not Stated,89,incompetent_cervix
Wyoming,2006,Not Reported,7672,incompetent_cervix
Alabama,2003,Yes,365,lung_disease
Alabama,2003,No,59164,lung_disease
Alabama,2003,Unknown or Not Stated,23,lung_disease
Alabama,2004,Yes,384,lung_disease
Alabama,2004,No,58793,lung_disease
Alabama,2004,Unknown or Not Stated,333,lung_disease
Alabama,2005,Yes,491,lung_disease
Alabama,2005,No,59512,lung_disease
Alabama,2005,Unknown or Not Stated,450,lung_disease
Alabama,2006,Yes,1090,lung_disease
Alabama,2006,No,61684,lung_disease
Alabama,2006,Unknown or Not Stated,458,lung_disease
Alaska,2003,Yes,81,lung_disease
Alaska,2003,No,9147,lung_disease
Alaska,2003,Unknown or Not Stated,858,lung_disease
Alaska,2004,Yes,62,lung_disease
Alaska,2004,No,9250,lung_disease
Alaska,2004,Unknown or Not Stated,1026,lung_disease
Alaska,2005,Yes,55,lung_disease
Alaska,2005,No,10202,lung_disease
Alaska,2005,Unknown or Not Stated,202,lung_disease
Alaska,2006,Yes,51,lung_disease
Alaska,2006,No,10717,lung_disease
Alaska,2006,Unknown or Not Stated,228,lung_disease
Arizona,2003,Yes,202,lung_disease
Arizona,2003,No,90756,lung_disease
Arizona,2004,Yes,244,lung_disease
Arizona,2004,No,93398,lung_disease
Arizona,2004,Unknown or Not Stated,21,lung_disease
Arizona,2005,Yes,311,lung_disease
Arizona,2005,No,95827,lung_disease
Arizona,2005,Unknown or Not Stated,61,lung_disease
Arizona,2006,Yes,330,lung_disease
Arizona,2006,No,101944,lung_disease
Arizona,2006,Unknown or Not Stated,155,lung_disease
Arkansas,2003,Yes,347,lung_disease
