state_name,year,condition_status,counts,condition
South Carolina,2004,No,30467,preterm_birth
South Carolina,2004,No,9696,preterm_birth
South Carolina,2004,No,4239,preterm_birth
South Carolina,2004,No,3389,preterm_birth
South Carolina,2004,Unknown or Not Stated,47,preterm_birth
South Carolina,2005,Yes,33,preterm_birth
South Carolina,2005,Yes,604,preterm_birth
South Carolina,2005,Yes,963,preterm_birth
South Carolina,2005,Yes,4113,preterm_birth
South Carolina,2005,Yes,3289,preterm_birth
South Carolina,2005,No,32086,preterm_birth
South Carolina,2005,No,9462,preterm_birth
South Carolina,2005,No,3859,preterm_birth
South Carolina,2005,No,3264,preterm_birth
South Carolina,2005,Unknown or Not Stated,38,preterm_birth
South Carolina,2006,Yes,35,preterm_birth
South Carolina,2006,Yes,584,preterm_birth
South Carolina,2006,Yes,1087,preterm_birth
South Carolina,2006,Yes,4417,preterm_birth
South Carolina,2006,Yes,3446,preterm_birth
South Carolina,2006,No,35013,preterm_birth
South Carolina,2006,No,10119,preterm_birth
South Carolina,2006,No,4063,preterm_birth
South Carolina,2006,No,3358,preterm_birth
South Carolina,2006,Unknown or Not Stated,49,preterm_birth
South Dakota,2003,Yes,58,preterm_birth
South Dakota,2003,Yes,100,preterm_birth
South Dakota,2003,Yes,537,preterm_birth
South Dakota,2003,Yes,535,preterm_birth
South Dakota,2003,No,5908,preterm_birth
South Dakota,2003,No,2284,preterm_birth
South Dakota,2003,No,1046,preterm_birth
South Dakota,2003,No,556,preterm_birth
South Dakota,2004,Yes,67,preterm_birth
South Dakota,2004,Yes,124,preterm_birth
South Dakota,2004,Yes,552,preterm_birth
South Dakota,2004,Yes,525,preterm_birth
South Dakota,2004,No,6356,preterm_birth
South Dakota,2004,No,2253,preterm_birth
South Dakota,2004,No,994,preterm_birth
South Dakota,2004,No,464,preterm_birth
South Dakota,2005,Yes,63,preterm_birth
South Dakota,2005,Yes,91,preterm_birth
South Dakota,2005,Yes,550,preterm_birth
South Dakota,2005,Yes,606,preterm_birth
South Dakota,2005,No,6680,preterm_birth
South Dakota,2005,No,2352,preterm_birth
South Dakota,2005,No,896,preterm_birth
South Dakota,2005,No,215,preterm_birth
South Dakota,2006,Yes,59,preterm_birth
South Dakota,2006,Yes,120,preterm_birth
South Dakota,2006,Yes,715,preterm_birth
South Dakota,2006,Yes,611,preterm_birth
South Dakota,2006,No,6769,preterm_birth
South Dakota,2006,No,2221,preterm_birth
South Dakota,2006,No,821,preterm_birth
South Dakota,2006,No,592,preterm_birth
Tennessee,2003,Yes,35,preterm_birth
Tennessee,2003,Yes,612,preterm_birth
Tennessee,2003,Yes,1050,preterm_birth
Tennessee,2003,Yes,5295,preterm_birth
Tennessee,2003,Yes,4126,preterm_birth
Tennessee,2003,No,43621,preterm_birth
Tennessee,2003,No,13794,preterm_birth
Tennessee,2003,No,5899,preterm_birth
Tennessee,2003,No,4246,preterm_birth
Tennessee,2003,Unknown or Not Stated,212,preterm_birth
Tennessee,2004,Yes,36,preterm_birth
Tennessee,2004,Yes,681,preterm_birth
Tennessee,2004,Yes,1186,preterm_birth
Tennessee,2004,Yes,5369,preterm_birth
Tennessee,2004,Yes,4222,preterm_birth
Tennessee,2004,No,44075,preterm_birth
Tennessee,2004,No,13553,preterm_birth
Tennessee,2004,No,5842,preterm_birth
Tennessee,2004,No,4312,preterm_birth
Tennessee,2004,Unknown or Not Stated,366,preterm_birth
Tennessee,2005,Yes,42,preterm_birth
Tennessee,2005,Yes,685,preterm_birth
Tennessee,2005,Yes,1253,preterm_birth
Tennessee,2005,Yes,5507,preterm_birth
Tennessee,2005,Yes,4460,preterm_birth
Tennessee,2005,No,46064,preterm_birth
Tennessee,2005,No,13523,preterm_birth
Tennessee,2005,No,5490,preterm_birth
Tennessee,2005,No,4256,preterm_birth
Tennessee,2005,Unknown or Not Stated,467,preterm_birth
Tennessee,2006,Yes,38,preterm_birth
Tennessee,2006,Yes,717,preterm_birth
Tennessee,2006,Yes,1368,preterm_birth
Tennessee,2006,Yes,5672,preterm_birth
Tennessee,2006,Yes,4659,preterm_birth
Tennessee,2006,No,47918,preterm_birth
Tennessee,2006,No,13616,preterm_birth
Tennessee,2006,No,5818,preterm_birth
Tennessee,2006,No,4257,preterm_birth
Tennessee,2006,Unknown or Not Stated,292,preterm_birth
Texas,2003,Yes,122,preterm_birth
Texas,2003,Yes,2618,preterm_birth
Texas,2003,Yes,4964,preterm_birth
Texas,2003,Yes,25187,preterm_birth
Texas,2003,Yes,19271,preterm_birth
Texas,2003,No,200068,preterm_birth
Texas,2003,No,67820,preterm_birth
Texas,2003,No,31179,preterm_birth
Texas,2003,No,24854,preterm_birth
Texas,2003,Unknown or Not Stated,1393,preterm_birth
Texas,2004,Yes,120,preterm_birth
Texas,2004,Yes,2533,preterm_birth
Texas,2004,Yes,4987,preterm_birth
Texas,2004,Yes,25064,preterm_birth
Texas,2004,Yes,19394,preterm_birth
Texas,2004,No,206551,preterm_birth
Texas,2004,No,67148,preterm_birth
Texas,2004,No,30245,preterm_birth
Texas,2004,No,24035,preterm_birth
Texas,2004,Unknown or Not Stated,1216,preterm_birth
Texas,2005,Yes,146,preterm_birth
Texas,2005,Yes,2802,preterm_birth
Texas,2005,Yes,5005,preterm_birth
Texas,2005,Yes,24406,preterm_birth
Texas,2005,Yes,20081,preterm_birth
Texas,2005,No,218185,preterm_birth
Texas,2005,No,66631,preterm_birth
Texas,2005,No,28070,preterm_birth
Texas,2005,No,20334,preterm_birth
Texas,2005,Unknown or Not Stated,255,preterm_birth
Texas,2006,Yes,132,preterm_birth
Texas,2006,Yes,2890,preterm_birth
Texas,2006,Yes,5303,preterm_birth
Texas,2006,Yes,25428,preterm_birth
Texas,2006,Yes,20859,preterm_birth
Texas,2006,No,229293,preterm_birth
Texas,2006,No,66962,preterm_birth
Texas,2006,No,27925,preterm_birth
Texas,2006,No,20632,preterm_birth
Texas,2006,Unknown or Not Stated,179,preterm_birth
Utah,2003,Yes,20,preterm_birth
Utah,2003,Yes,219,preterm_birth
Utah,2003,Yes,435,preterm_birth
Utah,2003,Yes,2382,preterm_birth
Utah,2003,Yes,2147,preterm_birth
Utah,2003,No,30191,preterm_birth
Utah,2003,No,8949,preterm_birth
Utah,2003,No,3423,preterm_birth
Utah,2003,No,2081,preterm_birth
Utah,2003,Unknown or Not Stated,13,preterm_birth
Utah,2004,Yes,11,preterm_birth
Utah,2004,Yes,251,preterm_birth
Utah,2004,Yes,426,preterm_birth
Utah,2004,Yes,2484,preterm_birth
Utah,2004,Yes,2320,preterm_birth
Utah,2004,No,30669,preterm_birth
Utah,2004,No,8964,preterm_birth
Utah,2004,No,3464,preterm_birth
Utah,2004,No,2072,preterm_birth
Utah,2005,Yes,10,preterm_birth
Utah,2005,Yes,245,preterm_birth
Utah,2005,Yes,459,preterm_birth
Utah,2005,Yes,2727,preterm_birth
Utah,2005,Yes,2457,preterm_birth
Utah,2005,No,31455,preterm_birth
Utah,2005,No,8788,preterm_birth
Utah,2005,No,3396,preterm_birth
Utah,2005,No,2011,preterm_birth
Utah,2006,Yes,13,preterm_birth
Utah,2006,Yes,264,preterm_birth
Utah,2006,Yes,503,preterm_birth
Utah,2006,Yes,2782,preterm_birth
Utah,2006,Yes,2565,preterm_birth
Utah,2006,No,33127,preterm_birth
Utah,2006,No,8766,preterm_birth
Utah,2006,No,3338,preterm_birth
Utah,2006,No,2140,preterm_birth
Vermont,2003,Yes,39,preterm_birth
Vermont,2003,Yes,53,preterm_birth
Vermont,2003,Yes,292,preterm_birth
Vermont,2003,Yes,238,preterm_birth
Vermont,2003,No,2891,preterm_birth
Vermont,2003,No,1539,preterm_birth
Vermont,2003,No,998,preterm_birth
Vermont,2003,No,531,preterm_birth
Vermont,2004,Yes,25,preterm_birth
Vermont,2004,Yes,50,preterm_birth
Vermont,2004,Yes,272,preterm_birth
Vermont,2004,Yes,202,preterm_birth
Vermont,2004,No,3026,preterm_birth
Vermont,2004,No,1517,preterm_birth
Vermont,2004,No,947,preterm_birth
Vermont,2004,No,557,preterm_birth
Vermont,2005,Yes,33,preterm_birth
Vermont,2005,Yes,69,preterm_birth
Vermont,2005,Yes,272,preterm_birth
Vermont,2005,Yes,194,preterm_birth
Vermont,2005,No,2822,preterm_birth
Vermont,2005,No,1495,preterm_birth
Vermont,2005,No,891,preterm_birth
Vermont,2005,No,516,preterm_birth
Vermont,2006,Yes,37,preterm_birth
Vermont,2006,Yes,60,preterm_birth
Vermont,2006,Yes,307,preterm_birth
Vermont,2006,Yes,216,preterm_birth
Vermont,2006,No,2966,preterm_birth
Vermont,2006,No,1537,preterm_birth
Vermont,2006,No,859,preterm_birth
Vermont,2006,No,524,preterm_birth
Virginia,2003,Yes,68,preterm_birth
Virginia,2003,Yes,760,preterm_birth
Virginia,2003,Yes,1141,preterm_birth
Virginia,2003,Yes,5606,preterm_birth
Virginia,2003,Yes,4628,preterm_birth
Virginia,2003,No,52332,preterm_birth
Virginia,2003,No,19336,preterm_birth
Virginia,2003,No,9764,preterm_birth
Virginia,2003,No,7589,preterm_birth
Virginia,2003,Unknown or Not Stated,30,preterm_birth
Virginia,2004,Yes,67,preterm_birth
Virginia,2004,Yes,748,preterm_birth
Virginia,2004,Yes,1212,preterm_birth
Virginia,2004,Yes,5720,preterm_birth
Virginia,2004,Yes,4825,preterm_birth
Virginia,2004,No,54138,preterm_birth
Virginia,2004,No,19792,preterm_birth
Virginia,2004,No,9948,preterm_birth
Virginia,2004,No,7477,preterm_birth
Virginia,2005,Yes,64,preterm_birth
Virginia,2005,Yes,835,preterm_birth
Virginia,2005,Yes,1186,preterm_birth
Virginia,2005,Yes,5812,preterm_birth
Virginia,2005,Yes,4940,preterm_birth
Virginia,2005,No,55635,preterm_birth
Virginia,2005,No,19337,preterm_birth
Virginia,2005,No,9316,preterm_birth
Virginia,2005,No,7414,preterm_birth
Virginia,2005,Unknown or Not Stated,16,preterm_birth
Virginia,2006,Yes,54,preterm_birth
Virginia,2006,Yes,885,preterm_birth
Virginia,2006,Yes,1172,preterm_birth
Virginia,2006,Yes,5844,preterm_birth
Virginia,2006,Yes,4943,preterm_birth
Virginia,2006,No,58427,preterm_birth
Virginia,2006,No,20096,preterm_birth
Virginia,2006,No,9215,preterm_birth
Virginia,2006,No,7171,preterm_birth
Virginia,2006,Unknown or Not Stated,10,preterm_birth
Washington,2003,Yes,14,preterm_birth
Washington,2003,Yes,372,preterm_birth
Washington,2003,Yes,851,preterm_birth
Washington,2003,Yes,3756,preterm_birth
Washington,2003,Yes,3236,preterm_birth
Washington,2003,No,39755,preterm_birth
Washington,2003,No,17591,preterm_birth
Washington,2003,No,9049,preterm_birth
Washington,2003,No,5655,preterm_birth
Washington,2003,Unknown or Not Stated,210,preterm_birth
Washington,2004,Yes,21,preterm_birth
Washington,2004,Yes,420,preterm_birth
Washington,2004,Yes,802,preterm_birth
Washington,2004,Yes,3867,preterm_birth
Washington,2004,Yes,3283,preterm_birth
Washington,2004,No,41255,preterm_birth
Washington,2004,No,17492,preterm_birth
Washington,2004,No,9080,preterm_birth
Washington,2004,No,5319,preterm_birth
Washington,2004,Unknown or Not Stated,208,preterm_birth
Washington,2005,Yes,350,preterm_birth
Washington,2005,Yes,850,preterm_birth
Washington,2005,Yes,4143,preterm_birth
Washington,2005,Yes,3369,preterm_birth
Washington,2005,No,41854,preterm_birth
Washington,2005,No,17646,preterm_birth
Washington,2005,No,8701,preterm_birth
Washington,2005,No,5249,preterm_birth
Washington,2005,Unknown or Not Stated,536,preterm_birth
Washington,2006,Yes,12,preterm_birth
Washington,2006,Yes,360,preterm_birth
Washington,2006,Yes,928,preterm_birth
Washington,2006,Yes,4486,preterm_birth
Washington,2006,Yes,3751,preterm_birth
Washington,2006,No,44268,preterm_birth
Washington,2006,No,18266,preterm_birth
Washington,2006,No,9106,preterm_birth
Washington,2006,No,5574,preterm_birth
Washington,2006,Unknown or Not Stated,125,preterm_birth
West Virginia,2003,Yes,130,preterm_birth
West Virginia,2003,Yes,246,preterm_birth
West Virginia,2003,Yes,1255,preterm_birth
West Virginia,2003,Yes,1145,preterm_birth
West Virginia,2003,No,11362,preterm_birth
West Virginia,2003,No,3639,preterm_birth
West Virginia,2003,No,1717,preterm_birth
West Virginia,2003,No,1421,preterm_birth
West Virginia,2003,Unknown or Not Stated,17,preterm_birth
West Virginia,2004,Yes,146,preterm_birth
West Virginia,2004,Yes,290,preterm_birth
West Virginia,2004,Yes,1308,preterm_birth
West Virginia,2004,Yes,1164,preterm_birth
West Virginia,2004,No,11541,preterm_birth
West Virginia,2004,No,3485,preterm_birth
West Virginia,2004,No,1590,preterm_birth
West Virginia,2004,No,1335,preterm_birth
West Virginia,2004,Unknown or Not Stated,14,preterm_birth
West Virginia,2005,Yes,151,preterm_birth
West Virginia,2005,Yes,290,preterm_birth
West Virginia,2005,Yes,1374,preterm_birth
West Virginia,2005,Yes,1179,preterm_birth
West Virginia,2005,No,11818,preterm_birth
West Virginia,2005,No,3250,preterm_birth
West Virginia,2005,No,1479,preterm_birth
West Virginia,2005,No,1272,preterm_birth
West Virginia,2005,Unknown or Not Stated,14,preterm_birth
West Virginia,2006,Yes,122,preterm_birth
West Virginia,2006,Yes,289,preterm_birth
West Virginia,2006,Yes,1369,preterm_birth
West Virginia,2006,Yes,1142,preterm_birth
West Virginia,2006,No,12024,preterm_birth
West Virginia,2006,No,3202,preterm_birth
West Virginia,2006,No,1434,preterm_birth
West Virginia,2006,No,1334,preterm_birth
West Virginia,2006,Unknown or Not Stated,10,preterm_birth
Wisconsin,2003,Yes,31,preterm_birth
Wisconsin,2003,Yes,465,preterm_birth
Wisconsin,2003,Yes,781,preterm_birth
Wisconsin,2003,Yes,3741,preterm_birth
Wisconsin,2003,Yes,2898,preterm_birth
Wisconsin,2003,No,34612,preterm_birth
Wisconsin,2003,No,14968,preterm_birth
Wisconsin,2003,No,7542,preterm_birth
Wisconsin,2003,No,4992,preterm_birth
Wisconsin,2003,Unknown or Not Stated,10,preterm_birth
Wisconsin,2004,Yes,33,preterm_birth
Wisconsin,2004,Yes,445,preterm_birth
Wisconsin,2004,Yes,760,preterm_birth
Wisconsin,2004,Yes,3736,preterm_birth
Wisconsin,2004,Yes,2873,preterm_birth
Wisconsin,2004,No,34819,preterm_birth
Wisconsin,2004,No,14903,preterm_birth
Wisconsin,2004,No,7741,preterm_birth
Wisconsin,2004,No,4827,preterm_birth
Wisconsin,2005,Yes,30,preterm_birth
Wisconsin,2005,Yes,463,preterm_birth
Wisconsin,2005,Yes,809,preterm_birth
Wisconsin,2005,Yes,3772,preterm_birth
Wisconsin,2005,Yes,3040,preterm_birth
Wisconsin,2005,No,36020,preterm_birth
Wisconsin,2005,No,14734,preterm_birth
Wisconsin,2005,No,7120,preterm_birth
Wisconsin,2005,No,4986,preterm_birth
Wisconsin,2005,Unknown or Not Stated,10,preterm_birth
Wisconsin,2006,Yes,36,preterm_birth
Wisconsin,2006,Yes,462,preterm_birth
Wisconsin,2006,Yes,873,preterm_birth
Wisconsin,2006,Yes,3745,preterm_birth
Wisconsin,2006,Yes,3111,preterm_birth
Wisconsin,2006,No,37368,preterm_birth
Wisconsin,2006,No,14862,preterm_birth
Wisconsin,2006,No,6989,preterm_birth
Wisconsin,2006,No,4879,preterm_birth
Wisconsin,2006,Unknown or Not Stated,15,preterm_birth
Wyoming,2003,Yes,36,preterm_birth
Wyoming,2003,Yes,67,preterm_birth
Wyoming,2003,Yes,378,preterm_birth
Wyoming,2003,Yes,308,preterm_birth
Wyoming,2003,No,3821,preterm_birth
Wyoming,2003,No,1150,preterm_birth
Wyoming,2003,No,522,preterm_birth
Wyoming,2003,No,413,preterm_birth
Wyoming,2004,Yes,54,preterm_birth
Wyoming,2004,Yes,62,preterm_birth
Wyoming,2004,Yes,353,preterm_birth
Wyoming,2004,Yes,317,preterm_birth
Wyoming,2004,No,3743,preterm_birth
Wyoming,2004,No,1242,preterm_birth
Wyoming,2004,No,544,preterm_birth
Wyoming,2004,No,485,preterm_birth
Wyoming,2005,Yes,48,preterm_birth
Wyoming,2005,Yes,78,preterm_birth
Wyoming,2005,Yes,448,preterm_birth
Wyoming,2005,Yes,368,preterm_birth
Wyoming,2005,No,3970,preterm_birth
Wyoming,2005,No,1260,preterm_birth
Wyoming,2005,No,583,preterm_birth
Wyoming,2005,No,475,preterm_birth
Wyoming,2006,Yes,48,preterm_birth
Wyoming,2006,Yes,95,preterm_birth
Wyoming,2006,Yes,445,preterm_birth
Wyoming,2006,Yes,392,preterm_birth
Wyoming,2006,No,4317,preterm_birth
Wyoming,2006,No,1309,preterm_birth
Wyoming,2006,No,552,preterm_birth
Wyoming,2006,No,499,preterm_birth
Wyoming,2006,Unknown or Not Stated,15,preterm_birth
Alabama,2003,No,35,fullterm_birth
Alabama,2003,No,613,fullterm_birth
Alabama,2003,No,1037,fullterm_birth
Alabama,2003,No,4295,fullterm_birth
Alabama,2003,No,3376,fullterm_birth
Alabama,2003,Yes,33269,fullterm_birth
Alabama,2003,Yes,9332,fullterm_birth
Alabama,2003,Yes,3886,fullterm_birth
Alabama,2003,Yes,3624,fullterm_birth
Alabama,2003,Unknown or Not Stated,85,fullterm_birth
Alabama,2004,No,25,fullterm_birth
Alabama,2004,No,574,fullterm_birth
Alabama,2004,No,1095,fullterm_birth
Alabama,2004,No,4552,fullterm_birth
Alabama,2004,No,3353,fullterm_birth
Alabama,2004,Yes,33295,fullterm_birth
Alabama,2004,Yes,9011,fullterm_birth
Alabama,2004,Yes,3867,fullterm_birth
Alabama,2004,Yes,3667,fullterm_birth
Alabama,2004,Unknown or Not Stated,71,fullterm_birth
Alabama,2005,No,26,fullterm_birth
Alabama,2005,No,668,fullterm_birth
Alabama,2005,No,1144,fullterm_birth
Alabama,2005,No,4708,fullterm_birth
Alabama,2005,No,3561,fullterm_birth
Alabama,2005,Yes,34453,fullterm_birth
Alabama,2005,Yes,8704,fullterm_birth
Alabama,2005,Yes,3554,fullterm_birth
Alabama,2005,Yes,3556,fullterm_birth
Alabama,2005,Unknown or Not Stated,79,fullterm_birth
Alabama,2006,No,29,fullterm_birth
Alabama,2006,No,629,fullterm_birth
Alabama,2006,No,1198,fullterm_birth
Alabama,2006,No,5076,fullterm_birth
Alabama,2006,No,3856,fullterm_birth
Alabama,2006,Yes,36452,fullterm_birth
Alabama,2006,Yes,8758,fullterm_birth
Alabama,2006,Yes,3515,fullterm_birth
Alabama,2006,Yes,3623,fullterm_birth
Alabama,2006,Unknown or Not Stated,96,fullterm_birth
Alaska,2003,No,44,fullterm_birth
Alaska,2003,No,91,fullterm_birth
Alaska,2003,No,499,fullterm_birth
Alaska,2003,No,471,fullterm_birth
Alaska,2003,Yes,5162,fullterm_birth
Alaska,2003,Yes,2179,fullterm_birth
Alaska,2003,Yes,1035,fullterm_birth
Alaska,2003,Yes,523,fullterm_birth
Alaska,2003,Unknown or Not Stated,82,fullterm_birth
Alaska,2004,No,71,fullterm_birth
Alaska,2004,No,94,fullterm_birth
Alaska,2004,No,486,fullterm_birth
Alaska,2004,No,432,fullterm_birth
Alaska,2004,Yes,5292,fullterm_birth
Alaska,2004,Yes,2222,fullterm_birth
Alaska,2004,Yes,1119,fullterm_birth
Alaska,2004,Yes,582,fullterm_birth
Alaska,2004,Unknown or Not Stated,39,fullterm_birth
Alaska,2005,No,37,fullterm_birth
Alaska,2005,No,98,fullterm_birth
Alaska,2005,No,529,fullterm_birth
Alaska,2005,No,443,fullterm_birth
Alaska,2005,Yes,5494,fullterm_birth
Alaska,2005,Yes,2263,fullterm_birth
Alaska,2005,Yes,1054,fullterm_birth
Alaska,2005,Yes,518,fullterm_birth
Alaska,2005,Unknown or Not Stated,19,fullterm_birth
Alaska,2006,No,69,fullterm_birth
Alaska,2006,No,111,fullterm_birth
Alaska,2006,No,532,fullterm_birth
Alaska,2006,No,520,fullterm_birth
Alaska,2006,Yes,5555,fullterm_birth
Alaska,2006,Yes,2359,fullterm_birth
Alaska,2006,Yes,1194,fullterm_birth
Alaska,2006,Yes,641,fullterm_birth
Alaska,2006,Unknown or Not Stated,15,fullterm_birth
Arizona,2003,No,27,fullterm_birth
Arizona,2003,No,514,fullterm_birth
Arizona,2003,No,1046,fullterm_birth
Arizona,2003,No,5759,fullterm_birth
Arizona,2003,No,4556,fullterm_birth
Arizona,2003,Yes,48263,fullterm_birth
Arizona,2003,Yes,17419,fullterm_birth
Arizona,2003,Yes,7549,fullterm_birth
Arizona,2003,Yes,5750,fullterm_birth
Arizona,2003,Unknown or Not Stated,84,fullterm_birth
Arizona,2004,No,40,fullterm_birth
Arizona,2004,No,549,fullterm_birth
Arizona,2004,No,1100,fullterm_birth
Arizona,2004,No,6062,fullterm_birth
Arizona,2004,No,4699,fullterm_birth
Arizona,2004,Yes,50020,fullterm_birth
Arizona,2004,Yes,17801,fullterm_birth
Arizona,2004,Yes,7517,fullterm_birth
Arizona,2004,Yes,5796,fullterm_birth
Arizona,2004,Unknown or Not Stated,79,fullterm_birth
Arizona,2005,No,38,fullterm_birth
Arizona,2005,No,592,fullterm_birth
Arizona,2005,No,1016,fullterm_birth
Arizona,2005,No,6057,fullterm_birth
Arizona,2005,No,4952,fullterm_birth
Arizona,2005,Yes,52420,fullterm_birth
Arizona,2005,Yes,17644,fullterm_birth
Arizona,2005,Yes,7480,fullterm_birth
Arizona,2005,Yes,5953,fullterm_birth
Arizona,2005,Unknown or Not Stated,47,fullterm_birth
Arizona,2006,No,29,fullterm_birth
Arizona,2006,No,611,fullterm_birth
Arizona,2006,No,1258,fullterm_birth
Arizona,2006,No,6387,fullterm_birth
Arizona,2006,No,5226,fullterm_birth
Arizona,2006,Yes,55889,fullterm_birth
Arizona,2006,Yes,19060,fullterm_birth
Arizona,2006,Yes,7806,fullterm_birth
Arizona,2006,Yes,6136,fullterm_birth
Arizona,2006,Unknown or Not Stated,27,fullterm_birth
Arkansas,2003,No,16,fullterm_birth
Arkansas,2003,No,337,fullterm_birth
Arkansas,2003,No,470,fullterm_birth
Arkansas,2003,No,2245,fullterm_birth
Arkansas,2003,No,1833,fullterm_birth
Arkansas,2003,Yes,19675,fullterm_birth
Arkansas,2003,Yes,6979,fullterm_birth
Arkansas,2003,Yes,3365,fullterm_birth
Arkansas,2003,Yes,2771,fullterm_birth
Arkansas,2003,Unknown or Not Stated,93,fullterm_birth
Arkansas,2004,No,13,fullterm_birth
Arkansas,2004,No,305,fullterm_birth
Arkansas,2004,No,526,fullterm_birth
Arkansas,2004,No,2329,fullterm_birth
Arkansas,2004,No,1864,fullterm_birth
Arkansas,2004,Yes,19747,fullterm_birth
Arkansas,2004,Yes,7373,fullterm_birth
Arkansas,2004,Yes,3409,fullterm_birth
Arkansas,2004,Yes,2935,fullterm_birth
Arkansas,2004,Unknown or Not Stated,72,fullterm_birth
Arkansas,2005,No,17,fullterm_birth
Arkansas,2005,No,318,fullterm_birth
Arkansas,2005,No,467,fullterm_birth
Arkansas,2005,No,2465,fullterm_birth
Arkansas,2005,No,1970,fullterm_birth
Arkansas,2005,Yes,20636,fullterm_birth
Arkansas,2005,Yes,7178,fullterm_birth
Arkansas,2005,Yes,3078,fullterm_birth
Arkansas,2005,Yes,3015,fullterm_birth
Arkansas,2005,Unknown or Not Stated,64,fullterm_birth
Arkansas,2006,No,11,fullterm_birth
Arkansas,2006,No,325,fullterm_birth
Arkansas,2006,No,547,fullterm_birth
Arkansas,2006,No,2558,fullterm_birth
Arkansas,2006,No,2173,fullterm_birth
Arkansas,2006,Yes,22446,fullterm_birth
Arkansas,2006,Yes,6958,fullterm_birth
Arkansas,2006,Yes,3005,fullterm_birth
Arkansas,2006,Yes,2872,fullterm_birth
Arkansas,2006,Unknown or Not Stated,66,fullterm_birth
California,2003,No,87,fullterm_birth
California,2003,No,2448,fullterm_birth
California,2003,No,4869,fullterm_birth
California,2003,No,25655,fullterm_birth
California,2003,No,19822,fullterm_birth
California,2003,Yes,256884,fullterm_birth
California,2003,Yes,107534,fullterm_birth
California,2003,Yes,51970,fullterm_birth
California,2003,Yes,34264,fullterm_birth
California,2003,Unknown or Not Stated,37464,fullterm_birth
California,2004,No,78,fullterm_birth
California,2004,No,2569,fullterm_birth
California,2004,No,5102,fullterm_birth
California,2004,No,26249,fullterm_birth
California,2004,No,20160,fullterm_birth
California,2004,Yes,259716,fullterm_birth
California,2004,Yes,108549,fullterm_birth
California,2004,Yes,51944,fullterm_birth
California,2004,Yes,33554,fullterm_birth
California,2004,Unknown or Not Stated,36922,fullterm_birth
California,2005,No,96,fullterm_birth
California,2005,No,2903,fullterm_birth
California,2005,No,5111,fullterm_birth
California,2005,No,27171,fullterm_birth
California,2005,No,21082,fullterm_birth
California,2005,Yes,274135,fullterm_birth
California,2005,Yes,111642,fullterm_birth
California,2005,Yes,51089,fullterm_birth
California,2005,Yes,31635,fullterm_birth
California,2005,Unknown or Not Stated,24018,fullterm_birth
California,2006,No,116,fullterm_birth
California,2006,No,2785,fullterm_birth
California,2006,No,5307,fullterm_birth
California,2006,No,27913,fullterm_birth
California,2006,No,21560,fullterm_birth
California,2006,Yes,289088,fullterm_birth
California,2006,Yes,113983,fullterm_birth
California,2006,Yes,50307,fullterm_birth
California,2006,Yes,29969,fullterm_birth
California,2006,Unknown or Not Stated,21412,fullterm_birth
Colorado,2003,No,32,fullterm_birth
Colorado,2003,No,403,fullterm_birth
Colorado,2003,No,880,fullterm_birth
Colorado,2003,No,3827,fullterm_birth
Colorado,2003,No,3209,fullterm_birth
Colorado,2003,Yes,36922,fullterm_birth
Colorado,2003,Yes,13659,fullterm_birth
Colorado,2003,Yes,6511,fullterm_birth
Colorado,2003,Yes,3888,fullterm_birth
Colorado,2004,No,19,fullterm_birth
Colorado,2004,No,418,fullterm_birth
Colorado,2004,No,847,fullterm_birth
Colorado,2004,No,3959,fullterm_birth
Colorado,2004,No,3186,fullterm_birth
Colorado,2004,Yes,36549,fullterm_birth
Colorado,2004,Yes,13480,fullterm_birth
Colorado,2004,Yes,6441,fullterm_birth
Colorado,2004,Yes,3590,fullterm_birth
Colorado,2004,Unknown or Not Stated,14,fullterm_birth
Colorado,2005,No,30,fullterm_birth
Colorado,2005,No,405,fullterm_birth
Colorado,2005,No,812,fullterm_birth
Colorado,2005,No,3886,fullterm_birth
Colorado,2005,No,3352,fullterm_birth
Colorado,2005,Yes,37176,fullterm_birth
Colorado,2005,Yes,13653,fullterm_birth
Colorado,2005,Yes,6043,fullterm_birth
Colorado,2005,Yes,3583,fullterm_birth
Colorado,2006,No,28,fullterm_birth
Colorado,2006,No,397,fullterm_birth
Colorado,2006,No,838,fullterm_birth
Colorado,2006,No,4002,fullterm_birth
Colorado,2006,No,3330,fullterm_birth
Colorado,2006,Yes,38502,fullterm_birth
Colorado,2006,Yes,13848,fullterm_birth
Colorado,2006,Yes,6319,fullterm_birth
Colorado,2006,Yes,3475,fullterm_birth
Colorado,2006,Unknown or Not Stated,12,fullterm_birth
Connecticut,2003,No,12,fullterm_birth
Connecticut,2003,No,300,fullterm_birth
Connecticut,2003,No,408,fullterm_birth
Connecticut,2003,No,1877,fullterm_birth
Connecticut,2003,No,1550,fullterm_birth
Connecticut,2003,Yes,21994,fullterm_birth
Connecticut,2003,Yes,9514,fullterm_birth
Connecticut,2003,Yes,5130,fullterm_birth
Connecticut,2003,Yes,2064,fullterm_birth
Connecticut,2003,Unknown or Not Stated,24,fullterm_birth
Connecticut,2004,No,22,fullterm_birth
Connecticut,2004,No,322,fullterm_birth
Connecticut,2004,No,464,fullterm_birth
Connecticut,2004,No,1877,fullterm_birth
Connecticut,2004,No,1546,fullterm_birth
Connecticut,2004,Yes,21900,fullterm_birth
Connecticut,2004,Yes,9134,fullterm_birth
