	"2016"	"2016"	"Yes"	"1"	68378
	"2016"	"2016"	"No"	"2"	3873716
	"2017"	"2017"	"Yes"	"1"	73032
	"2017"	"2017"	"No"	"2"	3778757
	"2018"	"2018"	"Yes"	"1"	78310
	"2018"	"2018"	"No"	"2"	3710520
	"2019"	"2019"	"Yes"	"1"	83132
	"2019"	"2019"	"No"	"2"	3661124
	"2020"	"2020"	"Yes"	"1"	91528
	"2020"	"2020"	"No"	"2"	3518056
	"2021"	"2021"	"Yes"	"1"	99573
	"2021"	"2021"	"No"	"2"	3559514
