	"2016"	"2016"	"Yes"	"1"	122042
	"2016"	"2016"	"No"	"2"	3820052
	"2017"	"2017"	"Yes"	"1"	126500
	"2017"	"2017"	"No"	"2"	3725289
	"2018"	"2018"	"Yes"	"1"	134038
	"2018"	"2018"	"No"	"2"	3654792
	"2019"	"2019"	"Yes"	"1"	136454
	"2019"	"2019"	"No"	"2"	3607802
	"2020"	"2020"	"Yes"	"1"	133516
	"2020"	"2020"	"No"	"2"	3476068
	"2021"	"2021"	"Yes"	"1"	139109
	"2021"	"2021"	"No"	"2"	3519978
