	"2016"	"2016"	"Yes"	"1"	235693
	"2016"	"2016"	"No"	"2"	3706401
	"2017"	"2017"	"Yes"	"1"	248282
	"2017"	"2017"	"No"	"2"	3603507
	"2018"	"2018"	"Yes"	"1"	271596
	"2018"	"2018"	"No"	"2"	3517234
	"2019"	"2019"	"Yes"	"1"	291626
	"2019"	"2019"	"No"	"2"	3452630
	"2020"	"2020"	"Yes"	"1"	304293
	"2020"	"2020"	"No"	"2"	3305291
	"2021"	"2021"	"Yes"	"1"	333633
	"2021"	"2021"	"No"	"2"	3325454
