	"2016"	"2016"	"Yes"	"1"	234847
	"2016"	"2016"	"No"	"2"	3707247
	"2017"	"2017"	"Yes"	"1"	244716
	"2017"	"2017"	"No"	"2"	3607073
	"2018"	"2018"	"Yes"	"1"	252522
	"2018"	"2018"	"No"	"2"	3536308
	"2019"	"2019"	"Yes"	"1"	258676
	"2019"	"2019"	"No"	"2"	3485580
	"2020"	"2020"	"Yes"	"1"	281789
	"2020"	"2020"	"No"	"2"	3327795
	"2021"	"2021"	"Yes"	"1"	303609
	"2021"	"2021"	"No"	"2"	3355478
