"""Notes""","""State of Residence""","""State of Residence Code""","""OE Gestational Age Recode 10""","""OE Gestational Age Recode 10 Code""","""Year""","""Year Code""","Births"
NA,"""Hawaii""","""15""","""Unknown or Not Stated""","""10""","""2019""","""2019""",12
NA,"""Hawaii""","""15""","""Unknown or Not Stated""","""10""","""2020""","""2020""",10
NA,"""Hawaii""","""15""","""Unknown or Not Stated""","""10""","""2021""","""2021""",11
NA,"""Idaho""","""16""","""20 - 27 weeks""","""02""","""2016""","""2016""",106
NA,"""Idaho""","""16""","""20 - 27 weeks""","""02""","""2017""","""2017""",111
NA,"""Idaho""","""16""","""20 - 27 weeks""","""02""","""2018""","""2018""",112
NA,"""Idaho""","""16""","""20 - 27 weeks""","""02""","""2019""","""2019""",90
NA,"""Idaho""","""16""","""20 - 27 weeks""","""02""","""2020""","""2020""",98
NA,"""Idaho""","""16""","""20 - 27 weeks""","""02""","""2021""","""2021""",98
NA,"""Idaho""","""16""","""28 - 31 weeks""","""03""","""2016""","""2016""",185
NA,"""Idaho""","""16""","""28 - 31 weeks""","""03""","""2017""","""2017""",160
NA,"""Idaho""","""16""","""28 - 31 weeks""","""03""","""2018""","""2018""",148
NA,"""Idaho""","""16""","""28 - 31 weeks""","""03""","""2019""","""2019""",159
NA,"""Idaho""","""16""","""28 - 31 weeks""","""03""","""2020""","""2020""",155
NA,"""Idaho""","""16""","""28 - 31 weeks""","""03""","""2021""","""2021""",166
NA,"""Idaho""","""16""","""32 - 35 weeks""","""04""","""2016""","""2016""",847
NA,"""Idaho""","""16""","""32 - 35 weeks""","""04""","""2017""","""2017""",847
NA,"""Idaho""","""16""","""32 - 35 weeks""","""04""","""2018""","""2018""",883
NA,"""Idaho""","""16""","""32 - 35 weeks""","""04""","""2019""","""2019""",881
NA,"""Idaho""","""16""","""32 - 35 weeks""","""04""","""2020""","""2020""",841
NA,"""Idaho""","""16""","""32 - 35 weeks""","""04""","""2021""","""2021""",958
NA,"""Idaho""","""16""","""36 weeks""","""05""","""2016""","""2016""",864
NA,"""Idaho""","""16""","""36 weeks""","""05""","""2017""","""2017""",819
NA,"""Idaho""","""16""","""36 weeks""","""05""","""2018""","""2018""",785
NA,"""Idaho""","""16""","""36 weeks""","""05""","""2019""","""2019""",796
NA,"""Idaho""","""16""","""36 weeks""","""05""","""2020""","""2020""",722
NA,"""Idaho""","""16""","""36 weeks""","""05""","""2021""","""2021""",786
NA,"""Idaho""","""16""","""37 - 39 weeks""","""06""","""2016""","""2016""",13989
NA,"""Idaho""","""16""","""37 - 39 weeks""","""06""","""2017""","""2017""",13842
NA,"""Idaho""","""16""","""37 - 39 weeks""","""06""","""2018""","""2018""",13698
NA,"""Idaho""","""16""","""37 - 39 weeks""","""06""","""2019""","""2019""",14415
NA,"""Idaho""","""16""","""37 - 39 weeks""","""06""","""2020""","""2020""",14306
NA,"""Idaho""","""16""","""37 - 39 weeks""","""06""","""2021""","""2021""",14860
NA,"""Idaho""","""16""","""40 weeks""","""07""","""2016""","""2016""",4944
NA,"""Idaho""","""16""","""40 weeks""","""07""","""2017""","""2017""",4823
NA,"""Idaho""","""16""","""40 weeks""","""07""","""2018""","""2018""",4397
NA,"""Idaho""","""16""","""40 weeks""","""07""","""2019""","""2019""",4434
NA,"""Idaho""","""16""","""40 weeks""","""07""","""2020""","""2020""",4139
NA,"""Idaho""","""16""","""40 weeks""","""07""","""2021""","""2021""",4266
NA,"""Idaho""","""16""","""41 weeks""","""08""","""2016""","""2016""",1476
NA,"""Idaho""","""16""","""41 weeks""","""08""","""2017""","""2017""",1486
NA,"""Idaho""","""16""","""41 weeks""","""08""","""2018""","""2018""",1293
NA,"""Idaho""","""16""","""41 weeks""","""08""","""2019""","""2019""",1218
NA,"""Idaho""","""16""","""41 weeks""","""08""","""2020""","""2020""",1190
NA,"""Idaho""","""16""","""41 weeks""","""08""","""2021""","""2021""",1194
NA,"""Idaho""","""16""","""42 weeks or more""","""09""","""2016""","""2016""",60
NA,"""Idaho""","""16""","""42 weeks or more""","""09""","""2017""","""2017""",79
NA,"""Idaho""","""16""","""42 weeks or more""","""09""","""2018""","""2018""",75
NA,"""Idaho""","""16""","""42 weeks or more""","""09""","""2019""","""2019""",58
NA,"""Idaho""","""16""","""42 weeks or more""","""09""","""2020""","""2020""",72
NA,"""Idaho""","""16""","""42 weeks or more""","""09""","""2021""","""2021""",84
NA,"""Idaho""","""16""","""Unknown or Not Stated""","""10""","""2017""","""2017""",10
NA,"""Illinois""","""17""","""Under 20 weeks""","""01""","""2016""","""2016""",92
NA,"""Illinois""","""17""","""Under 20 weeks""","""01""","""2017""","""2017""",90
NA,"""Illinois""","""17""","""Under 20 weeks""","""01""","""2018""","""2018""",90
NA,"""Illinois""","""17""","""Under 20 weeks""","""01""","""2019""","""2019""",70
NA,"""Illinois""","""17""","""Under 20 weeks""","""01""","""2020""","""2020""",67
NA,"""Illinois""","""17""","""Under 20 weeks""","""01""","""2021""","""2021""",57
NA,"""Illinois""","""17""","""20 - 27 weeks""","""02""","""2016""","""2016""",1110
NA,"""Illinois""","""17""","""20 - 27 weeks""","""02""","""2017""","""2017""",978
NA,"""Illinois""","""17""","""20 - 27 weeks""","""02""","""2018""","""2018""",985
NA,"""Illinois""","""17""","""20 - 27 weeks""","""02""","""2019""","""2019""",876
NA,"""Illinois""","""17""","""20 - 27 weeks""","""02""","""2020""","""2020""",810
NA,"""Illinois""","""17""","""20 - 27 weeks""","""02""","""2021""","""2021""",744
NA,"""Illinois""","""17""","""28 - 31 weeks""","""03""","""2016""","""2016""",1563
NA,"""Illinois""","""17""","""28 - 31 weeks""","""03""","""2017""","""2017""",1408
NA,"""Illinois""","""17""","""28 - 31 weeks""","""03""","""2018""","""2018""",1326
NA,"""Illinois""","""17""","""28 - 31 weeks""","""03""","""2019""","""2019""",1323
NA,"""Illinois""","""17""","""28 - 31 weeks""","""03""","""2020""","""2020""",1167
NA,"""Illinois""","""17""","""28 - 31 weeks""","""03""","""2021""","""2021""",1238
NA,"""Illinois""","""17""","""32 - 35 weeks""","""04""","""2016""","""2016""",7105
NA,"""Illinois""","""17""","""32 - 35 weeks""","""04""","""2017""","""2017""",6995
NA,"""Illinois""","""17""","""32 - 35 weeks""","""04""","""2018""","""2018""",7001
NA,"""Illinois""","""17""","""32 - 35 weeks""","""04""","""2019""","""2019""",6629
NA,"""Illinois""","""17""","""32 - 35 weeks""","""04""","""2020""","""2020""",6040
NA,"""Illinois""","""17""","""32 - 35 weeks""","""04""","""2021""","""2021""",6406
NA,"""Illinois""","""17""","""36 weeks""","""05""","""2016""","""2016""",6082
NA,"""Illinois""","""17""","""36 weeks""","""05""","""2017""","""2017""",6080
NA,"""Illinois""","""17""","""36 weeks""","""05""","""2018""","""2018""",6043
NA,"""Illinois""","""17""","""36 weeks""","""05""","""2019""","""2019""",6088
NA,"""Illinois""","""17""","""36 weeks""","""05""","""2020""","""2020""",5657
NA,"""Illinois""","""17""","""36 weeks""","""05""","""2021""","""2021""",5745
NA,"""Illinois""","""17""","""37 - 39 weeks""","""06""","""2016""","""2016""",98911
NA,"""Illinois""","""17""","""37 - 39 weeks""","""06""","""2017""","""2017""",96191
NA,"""Illinois""","""17""","""37 - 39 weeks""","""06""","""2018""","""2018""",95103
NA,"""Illinois""","""17""","""37 - 39 weeks""","""06""","""2019""","""2019""",95281
NA,"""Illinois""","""17""","""37 - 39 weeks""","""06""","""2020""","""2020""",92980
NA,"""Illinois""","""17""","""37 - 39 weeks""","""06""","""2021""","""2021""",93205
NA,"""Illinois""","""17""","""40 weeks""","""07""","""2016""","""2016""",31036
NA,"""Illinois""","""17""","""40 weeks""","""07""","""2017""","""2017""",29496
NA,"""Illinois""","""17""","""40 weeks""","""07""","""2018""","""2018""",27391
NA,"""Illinois""","""17""","""40 weeks""","""07""","""2019""","""2019""",24505
NA,"""Illinois""","""17""","""40 weeks""","""07""","""2020""","""2020""",21887
NA,"""Illinois""","""17""","""40 weeks""","""07""","""2021""","""2021""",20567
NA,"""Illinois""","""17""","""41 weeks""","""08""","""2016""","""2016""",8160
NA,"""Illinois""","""17""","""41 weeks""","""08""","""2017""","""2017""",7796
NA,"""Illinois""","""17""","""41 weeks""","""08""","""2018""","""2018""",6561
NA,"""Illinois""","""17""","""41 weeks""","""08""","""2019""","""2019""",5107
NA,"""Illinois""","""17""","""41 weeks""","""08""","""2020""","""2020""",4444
NA,"""Illinois""","""17""","""41 weeks""","""08""","""2021""","""2021""",4017
NA,"""Illinois""","""17""","""42 weeks or more""","""09""","""2016""","""2016""",298
NA,"""Illinois""","""17""","""42 weeks or more""","""09""","""2017""","""2017""",278
NA,"""Illinois""","""17""","""42 weeks or more""","""09""","""2018""","""2018""",236
NA,"""Illinois""","""17""","""42 weeks or more""","""09""","""2019""","""2019""",197
NA,"""Illinois""","""17""","""42 weeks or more""","""09""","""2020""","""2020""",176
NA,"""Illinois""","""17""","""42 weeks or more""","""09""","""2021""","""2021""",154
NA,"""Illinois""","""17""","""Unknown or Not Stated""","""10""","""2016""","""2016""",88
NA,"""Illinois""","""17""","""Unknown or Not Stated""","""10""","""2017""","""2017""",78
NA,"""Illinois""","""17""","""Unknown or Not Stated""","""10""","""2018""","""2018""",79
NA,"""Illinois""","""17""","""Unknown or Not Stated""","""10""","""2019""","""2019""",52
NA,"""Illinois""","""17""","""Unknown or Not Stated""","""10""","""2020""","""2020""",70
NA,"""Illinois""","""17""","""Unknown or Not Stated""","""10""","""2021""","""2021""",56
NA,"""Indiana""","""18""","""Under 20 weeks""","""01""","""2016""","""2016""",38
NA,"""Indiana""","""18""","""Under 20 weeks""","""01""","""2017""","""2017""",35
NA,"""Indiana""","""18""","""Under 20 weeks""","""01""","""2018""","""2018""",41
NA,"""Indiana""","""18""","""Under 20 weeks""","""01""","""2019""","""2019""",35
NA,"""Indiana""","""18""","""Under 20 weeks""","""01""","""2020""","""2020""",30
NA,"""Indiana""","""18""","""Under 20 weeks""","""01""","""2021""","""2021""",28
NA,"""Indiana""","""18""","""20 - 27 weeks""","""02""","""2016""","""2016""",572
NA,"""Indiana""","""18""","""20 - 27 weeks""","""02""","""2017""","""2017""",504
NA,"""Indiana""","""18""","""20 - 27 weeks""","""02""","""2018""","""2018""",538
NA,"""Indiana""","""18""","""20 - 27 weeks""","""02""","""2019""","""2019""",477
NA,"""Indiana""","""18""","""20 - 27 weeks""","""02""","""2020""","""2020""",507
NA,"""Indiana""","""18""","""20 - 27 weeks""","""02""","""2021""","""2021""",476
NA,"""Indiana""","""18""","""28 - 31 weeks""","""03""","""2016""","""2016""",795
NA,"""Indiana""","""18""","""28 - 31 weeks""","""03""","""2017""","""2017""",746
NA,"""Indiana""","""18""","""28 - 31 weeks""","""03""","""2018""","""2018""",728
NA,"""Indiana""","""18""","""28 - 31 weeks""","""03""","""2019""","""2019""",709
NA,"""Indiana""","""18""","""28 - 31 weeks""","""03""","""2020""","""2020""",755
NA,"""Indiana""","""18""","""28 - 31 weeks""","""03""","""2021""","""2021""",702
NA,"""Indiana""","""18""","""32 - 35 weeks""","""04""","""2016""","""2016""",3592
NA,"""Indiana""","""18""","""32 - 35 weeks""","""04""","""2017""","""2017""",3555
NA,"""Indiana""","""18""","""32 - 35 weeks""","""04""","""2018""","""2018""",3701
NA,"""Indiana""","""18""","""32 - 35 weeks""","""04""","""2019""","""2019""",3783
NA,"""Indiana""","""18""","""32 - 35 weeks""","""04""","""2020""","""2020""",3624
NA,"""Indiana""","""18""","""32 - 35 weeks""","""04""","""2021""","""2021""",4005
NA,"""Indiana""","""18""","""36 weeks""","""05""","""2016""","""2016""",3290
NA,"""Indiana""","""18""","""36 weeks""","""05""","""2017""","""2017""",3247
NA,"""Indiana""","""18""","""36 weeks""","""05""","""2018""","""2018""",3343
NA,"""Indiana""","""18""","""36 weeks""","""05""","""2019""","""2019""",3203
NA,"""Indiana""","""18""","""36 weeks""","""05""","""2020""","""2020""",3287
NA,"""Indiana""","""18""","""36 weeks""","""05""","""2021""","""2021""",3468
NA,"""Indiana""","""18""","""37 - 39 weeks""","""06""","""2016""","""2016""",51504
NA,"""Indiana""","""18""","""37 - 39 weeks""","""06""","""2017""","""2017""",51863
NA,"""Indiana""","""18""","""37 - 39 weeks""","""06""","""2018""","""2018""",52092
NA,"""Indiana""","""18""","""37 - 39 weeks""","""06""","""2019""","""2019""",53888
NA,"""Indiana""","""18""","""37 - 39 weeks""","""06""","""2020""","""2020""",53096
NA,"""Indiana""","""18""","""37 - 39 weeks""","""06""","""2021""","""2021""",55606
NA,"""Indiana""","""18""","""40 weeks""","""07""","""2016""","""2016""",17559
NA,"""Indiana""","""18""","""40 weeks""","""07""","""2017""","""2017""",16929
NA,"""Indiana""","""18""","""40 weeks""","""07""","""2018""","""2018""",16520
NA,"""Indiana""","""18""","""40 weeks""","""07""","""2019""","""2019""",14983
NA,"""Indiana""","""18""","""40 weeks""","""07""","""2020""","""2020""",14041
NA,"""Indiana""","""18""","""40 weeks""","""07""","""2021""","""2021""",12929
NA,"""Indiana""","""18""","""41 weeks""","""08""","""2016""","""2016""",5196
NA,"""Indiana""","""18""","""41 weeks""","""08""","""2017""","""2017""",4788
NA,"""Indiana""","""18""","""41 weeks""","""08""","""2018""","""2018""",4271
NA,"""Indiana""","""18""","""41 weeks""","""08""","""2019""","""2019""",3451
NA,"""Indiana""","""18""","""41 weeks""","""08""","""2020""","""2020""",3035
NA,"""Indiana""","""18""","""41 weeks""","""08""","""2021""","""2021""",2525
NA,"""Indiana""","""18""","""42 weeks or more""","""09""","""2016""","""2016""",525
NA,"""Indiana""","""18""","""42 weeks or more""","""09""","""2017""","""2017""",483
NA,"""Indiana""","""18""","""42 weeks or more""","""09""","""2018""","""2018""",389
NA,"""Indiana""","""18""","""42 weeks or more""","""09""","""2019""","""2019""",307
NA,"""Indiana""","""18""","""42 weeks or more""","""09""","""2020""","""2020""",228
NA,"""Indiana""","""18""","""42 weeks or more""","""09""","""2021""","""2021""",190
NA,"""Indiana""","""18""","""Unknown or Not Stated""","""10""","""2016""","""2016""",20
NA,"""Indiana""","""18""","""Unknown or Not Stated""","""10""","""2017""","""2017""",20
NA,"""Indiana""","""18""","""Unknown or Not Stated""","""10""","""2018""","""2018""",23
NA,"""Indiana""","""18""","""Unknown or Not Stated""","""10""","""2019""","""2019""",23
NA,"""Indiana""","""18""","""Unknown or Not Stated""","""10""","""2020""","""2020""",13
NA,"""Indiana""","""18""","""Unknown or Not Stated""","""10""","""2021""","""2021""",17
NA,"""Iowa""","""19""","""Under 20 weeks""","""01""","""2018""","""2018""",15
NA,"""Iowa""","""19""","""Under 20 weeks""","""01""","""2020""","""2020""",11
NA,"""Iowa""","""19""","""Under 20 weeks""","""01""","""2021""","""2021""",16
NA,"""Iowa""","""19""","""20 - 27 weeks""","""02""","""2016""","""2016""",245
NA,"""Iowa""","""19""","""20 - 27 weeks""","""02""","""2017""","""2017""",213
NA,"""Iowa""","""19""","""20 - 27 weeks""","""02""","""2018""","""2018""",205
NA,"""Iowa""","""19""","""20 - 27 weeks""","""02""","""2019""","""2019""",188
NA,"""Iowa""","""19""","""20 - 27 weeks""","""02""","""2020""","""2020""",194
NA,"""Iowa""","""19""","""20 - 27 weeks""","""02""","""2021""","""2021""",197
NA,"""Iowa""","""19""","""28 - 31 weeks""","""03""","""2016""","""2016""",300
NA,"""Iowa""","""19""","""28 - 31 weeks""","""03""","""2017""","""2017""",269
NA,"""Iowa""","""19""","""28 - 31 weeks""","""03""","""2018""","""2018""",310
NA,"""Iowa""","""19""","""28 - 31 weeks""","""03""","""2019""","""2019""",355
NA,"""Iowa""","""19""","""28 - 31 weeks""","""03""","""2020""","""2020""",301
NA,"""Iowa""","""19""","""28 - 31 weeks""","""03""","""2021""","""2021""",278
NA,"""Iowa""","""19""","""32 - 35 weeks""","""04""","""2016""","""2016""",1609
NA,"""Iowa""","""19""","""32 - 35 weeks""","""04""","""2017""","""2017""",1575
NA,"""Iowa""","""19""","""32 - 35 weeks""","""04""","""2018""","""2018""",1648
NA,"""Iowa""","""19""","""32 - 35 weeks""","""04""","""2019""","""2019""",1514
NA,"""Iowa""","""19""","""32 - 35 weeks""","""04""","""2020""","""2020""",1531
NA,"""Iowa""","""19""","""32 - 35 weeks""","""04""","""2021""","""2021""",1602
NA,"""Iowa""","""19""","""36 weeks""","""05""","""2016""","""2016""",1489
NA,"""Iowa""","""19""","""36 weeks""","""05""","""2017""","""2017""",1462
NA,"""Iowa""","""19""","""36 weeks""","""05""","""2018""","""2018""",1567
NA,"""Iowa""","""19""","""36 weeks""","""05""","""2019""","""2019""",1504
NA,"""Iowa""","""19""","""36 weeks""","""05""","""2020""","""2020""",1536
NA,"""Iowa""","""19""","""36 weeks""","""05""","""2021""","""2021""",1599
NA,"""Iowa""","""19""","""37 - 39 weeks""","""06""","""2016""","""2016""",24549
NA,"""Iowa""","""19""","""37 - 39 weeks""","""06""","""2017""","""2017""",24615
NA,"""Iowa""","""19""","""37 - 39 weeks""","""06""","""2018""","""2018""",24505
NA,"""Iowa""","""19""","""37 - 39 weeks""","""06""","""2019""","""2019""",25353
NA,"""Iowa""","""19""","""37 - 39 weeks""","""06""","""2020""","""2020""",24524
NA,"""Iowa""","""19""","""37 - 39 weeks""","""06""","""2021""","""2021""",25334
NA,"""Iowa""","""19""","""40 weeks""","""07""","""2016""","""2016""",8603
NA,"""Iowa""","""19""","""40 weeks""","""07""","""2017""","""2017""",8002
NA,"""Iowa""","""19""","""40 weeks""","""07""","""2018""","""2018""",7448
NA,"""Iowa""","""19""","""40 weeks""","""07""","""2019""","""2019""",6869
NA,"""Iowa""","""19""","""40 weeks""","""07""","""2020""","""2020""",6314
NA,"""Iowa""","""19""","""40 weeks""","""07""","""2021""","""2021""",6221
NA,"""Iowa""","""19""","""41 weeks""","""08""","""2016""","""2016""",2496
NA,"""Iowa""","""19""","""41 weeks""","""08""","""2017""","""2017""",2202
NA,"""Iowa""","""19""","""41 weeks""","""08""","""2018""","""2018""",1993
NA,"""Iowa""","""19""","""41 weeks""","""08""","""2019""","""2019""",1769
NA,"""Iowa""","""19""","""41 weeks""","""08""","""2020""","""2020""",1595
NA,"""Iowa""","""19""","""41 weeks""","""08""","""2021""","""2021""",1486
NA,"""Iowa""","""19""","""42 weeks or more""","""09""","""2016""","""2016""",93
NA,"""Iowa""","""19""","""42 weeks or more""","""09""","""2017""","""2017""",78
NA,"""Iowa""","""19""","""42 weeks or more""","""09""","""2018""","""2018""",83
NA,"""Iowa""","""19""","""42 weeks or more""","""09""","""2019""","""2019""",73
NA,"""Iowa""","""19""","""42 weeks or more""","""09""","""2020""","""2020""",80
NA,"""Iowa""","""19""","""42 weeks or more""","""09""","""2021""","""2021""",80
NA,"""Iowa""","""19""","""Unknown or Not Stated""","""10""","""2016""","""2016""",10
NA,"""Iowa""","""19""","""Unknown or Not Stated""","""10""","""2018""","""2018""",11
NA,"""Iowa""","""19""","""Unknown or Not Stated""","""10""","""2019""","""2019""",16
NA,"""Iowa""","""19""","""Unknown or Not Stated""","""10""","""2020""","""2020""",28
NA,"""Iowa""","""19""","""Unknown or Not Stated""","""10""","""2021""","""2021""",22
NA,"""Kansas""","""20""","""Under 20 weeks""","""01""","""2017""","""2017""",23
NA,"""Kansas""","""20""","""Under 20 weeks""","""01""","""2018""","""2018""",23
NA,"""Kansas""","""20""","""Under 20 weeks""","""01""","""2019""","""2019""",11
NA,"""Kansas""","""20""","""Under 20 weeks""","""01""","""2020""","""2020""",15
NA,"""Kansas""","""20""","""Under 20 weeks""","""01""","""2021""","""2021""",12
NA,"""Kansas""","""20""","""20 - 27 weeks""","""02""","""2016""","""2016""",216
NA,"""Kansas""","""20""","""20 - 27 weeks""","""02""","""2017""","""2017""",227
NA,"""Kansas""","""20""","""20 - 27 weeks""","""02""","""2018""","""2018""",211
NA,"""Kansas""","""20""","""20 - 27 weeks""","""02""","""2019""","""2019""",242
NA,"""Kansas""","""20""","""20 - 27 weeks""","""02""","""2020""","""2020""",208
NA,"""Kansas""","""20""","""20 - 27 weeks""","""02""","""2021""","""2021""",184
NA,"""Kansas""","""20""","""28 - 31 weeks""","""03""","""2016""","""2016""",280
NA,"""Kansas""","""20""","""28 - 31 weeks""","""03""","""2017""","""2017""",333
NA,"""Kansas""","""20""","""28 - 31 weeks""","""03""","""2018""","""2018""",277
NA,"""Kansas""","""20""","""28 - 31 weeks""","""03""","""2019""","""2019""",304
NA,"""Kansas""","""20""","""28 - 31 weeks""","""03""","""2020""","""2020""",258
NA,"""Kansas""","""20""","""28 - 31 weeks""","""03""","""2021""","""2021""",278
NA,"""Kansas""","""20""","""32 - 35 weeks""","""04""","""2016""","""2016""",1604
NA,"""Kansas""","""20""","""32 - 35 weeks""","""04""","""2017""","""2017""",1499
NA,"""Kansas""","""20""","""32 - 35 weeks""","""04""","""2018""","""2018""",1517
NA,"""Kansas""","""20""","""32 - 35 weeks""","""04""","""2019""","""2019""",1558
NA,"""Kansas""","""20""","""32 - 35 weeks""","""04""","""2020""","""2020""",1502
NA,"""Kansas""","""20""","""32 - 35 weeks""","""04""","""2021""","""2021""",1569
NA,"""Kansas""","""20""","""36 weeks""","""05""","""2016""","""2016""",1348
NA,"""Kansas""","""20""","""36 weeks""","""05""","""2017""","""2017""",1413
NA,"""Kansas""","""20""","""36 weeks""","""05""","""2018""","""2018""",1412
NA,"""Kansas""","""20""","""36 weeks""","""05""","""2019""","""2019""",1459
NA,"""Kansas""","""20""","""36 weeks""","""05""","""2020""","""2020""",1442
NA,"""Kansas""","""20""","""36 weeks""","""05""","""2021""","""2021""",1365
NA,"""Kansas""","""20""","""37 - 39 weeks""","""06""","""2016""","""2016""",24221
NA,"""Kansas""","""20""","""37 - 39 weeks""","""06""","""2017""","""2017""",23793
NA,"""Kansas""","""20""","""37 - 39 weeks""","""06""","""2018""","""2018""",24280
NA,"""Kansas""","""20""","""37 - 39 weeks""","""06""","""2019""","""2019""",24224
NA,"""Kansas""","""20""","""37 - 39 weeks""","""06""","""2020""","""2020""",23923
NA,"""Kansas""","""20""","""37 - 39 weeks""","""06""","""2021""","""2021""",24362
NA,"""Kansas""","""20""","""40 weeks""","""07""","""2016""","""2016""",8205
NA,"""Kansas""","""20""","""40 weeks""","""07""","""2017""","""2017""",7516
NA,"""Kansas""","""20""","""40 weeks""","""07""","""2018""","""2018""",7078
NA,"""Kansas""","""20""","""40 weeks""","""07""","""2019""","""2019""",6403
NA,"""Kansas""","""20""","""40 weeks""","""07""","""2020""","""2020""",5888
NA,"""Kansas""","""20""","""40 weeks""","""07""","""2021""","""2021""",5883
NA,"""Kansas""","""20""","""41 weeks""","""08""","""2016""","""2016""",2017
NA,"""Kansas""","""20""","""41 weeks""","""08""","""2017""","""2017""",1606
NA,"""Kansas""","""20""","""41 weeks""","""08""","""2018""","""2018""",1345
NA,"""Kansas""","""20""","""41 weeks""","""08""","""2019""","""2019""",1106
NA,"""Kansas""","""20""","""41 weeks""","""08""","""2020""","""2020""",1044
NA,"""Kansas""","""20""","""41 weeks""","""08""","""2021""","""2021""",958
NA,"""Kansas""","""20""","""42 weeks or more""","""09""","""2016""","""2016""",142
NA,"""Kansas""","""20""","""42 weeks or more""","""09""","""2017""","""2017""",94
NA,"""Kansas""","""20""","""42 weeks or more""","""09""","""2018""","""2018""",98
NA,"""Kansas""","""20""","""42 weeks or more""","""09""","""2019""","""2019""",77
NA,"""Kansas""","""20""","""42 weeks or more""","""09""","""2020""","""2020""",74
NA,"""Kansas""","""20""","""42 weeks or more""","""09""","""2021""","""2021""",73
NA,"""Kansas""","""20""","""Unknown or Not Stated""","""10""","""2016""","""2016""",11
NA,"""Kansas""","""20""","""Unknown or Not Stated""","""10""","""2017""","""2017""",15
NA,"""Kansas""","""20""","""Unknown or Not Stated""","""10""","""2018""","""2018""",20
NA,"""Kansas""","""20""","""Unknown or Not Stated""","""10""","""2019""","""2019""",11
NA,"""Kansas""","""20""","""Unknown or Not Stated""","""10""","""2020""","""2020""",22
NA,"""Kansas""","""20""","""Unknown or Not Stated""","""10""","""2021""","""2021""",21
NA,"""Kentucky""","""21""","""Under 20 weeks""","""01""","""2016""","""2016""",21
NA,"""Kentucky""","""21""","""Under 20 weeks""","""01""","""2017""","""2017""",13
NA,"""Kentucky""","""21""","""Under 20 weeks""","""01""","""2018""","""2018""",17
NA,"""Kentucky""","""21""","""Under 20 weeks""","""01""","""2019""","""2019""",17
NA,"""Kentucky""","""21""","""Under 20 weeks""","""01""","""2020""","""2020""",22
NA,"""Kentucky""","""21""","""Under 20 weeks""","""01""","""2021""","""2021""",19
NA,"""Kentucky""","""21""","""20 - 27 weeks""","""02""","""2016""","""2016""",382
NA,"""Kentucky""","""21""","""20 - 27 weeks""","""02""","""2017""","""2017""",368
NA,"""Kentucky""","""21""","""20 - 27 weeks""","""02""","""2018""","""2018""",321
NA,"""Kentucky""","""21""","""20 - 27 weeks""","""02""","""2019""","""2019""",283
NA,"""Kentucky""","""21""","""20 - 27 weeks""","""02""","""2020""","""2020""",284
NA,"""Kentucky""","""21""","""20 - 27 weeks""","""02""","""2021""","""2021""",335
NA,"""Kentucky""","""21""","""28 - 31 weeks""","""03""","""2016""","""2016""",611
NA,"""Kentucky""","""21""","""28 - 31 weeks""","""03""","""2017""","""2017""",560
NA,"""Kentucky""","""21""","""28 - 31 weeks""","""03""","""2018""","""2018""",540
NA,"""Kentucky""","""21""","""28 - 31 weeks""","""03""","""2019""","""2019""",556
NA,"""Kentucky""","""21""","""28 - 31 weeks""","""03""","""2020""","""2020""",483
NA,"""Kentucky""","""21""","""28 - 31 weeks""","""03""","""2021""","""2021""",583
NA,"""Kentucky""","""21""","""32 - 35 weeks""","""04""","""2016""","""2016""",2741
NA,"""Kentucky""","""21""","""32 - 35 weeks""","""04""","""2017""","""2017""",2651
NA,"""Kentucky""","""21""","""32 - 35 weeks""","""04""","""2018""","""2018""",2771
NA,"""Kentucky""","""21""","""32 - 35 weeks""","""04""","""2019""","""2019""",2601
NA,"""Kentucky""","""21""","""32 - 35 weeks""","""04""","""2020""","""2020""",2505
NA,"""Kentucky""","""21""","""32 - 35 weeks""","""04""","""2021""","""2021""",2798
NA,"""Kentucky""","""21""","""36 weeks""","""05""","""2016""","""2016""",2567
NA,"""Kentucky""","""21""","""36 weeks""","""05""","""2017""","""2017""",2500
NA,"""Kentucky""","""21""","""36 weeks""","""05""","""2018""","""2018""",2460
NA,"""Kentucky""","""21""","""36 weeks""","""05""","""2019""","""2019""",2536
NA,"""Kentucky""","""21""","""36 weeks""","""05""","""2020""","""2020""",2411
NA,"""Kentucky""","""21""","""36 weeks""","""05""","""2021""","""2021""",2512
NA,"""Kentucky""","""21""","""37 - 39 weeks""","""06""","""2016""","""2016""",37169
NA,"""Kentucky""","""21""","""37 - 39 weeks""","""06""","""2017""","""2017""",37581
NA,"""Kentucky""","""21""","""37 - 39 weeks""","""06""","""2018""","""2018""",37235
NA,"""Kentucky""","""21""","""37 - 39 weeks""","""06""","""2019""","""2019""",38033
NA,"""Kentucky""","""21""","""37 - 39 weeks""","""06""","""2020""","""2020""",37228
NA,"""Kentucky""","""21""","""37 - 39 weeks""","""06""","""2021""","""2021""",37480
NA,"""Kentucky""","""21""","""40 weeks""","""07""","""2016""","""2016""",9556
NA,"""Kentucky""","""21""","""40 weeks""","""07""","""2017""","""2017""",8891
NA,"""Kentucky""","""21""","""40 weeks""","""07""","""2018""","""2018""",8607
NA,"""Kentucky""","""21""","""40 weeks""","""07""","""2019""","""2019""",7524
NA,"""Kentucky""","""21""","""40 weeks""","""07""","""2020""","""2020""",7336
NA,"""Kentucky""","""21""","""40 weeks""","""07""","""2021""","""2021""",7123
