"""Notes""","""State of Residence""","""State of Residence Code""","""OE Gestational Age Recode 10""","""OE Gestational Age Recode 10 Code""","""Year""","""Year Code""","Births"
NA,"""Mississippi""","""28""","""40 weeks""","""07""","""2020""","""2020""",3657
NA,"""Mississippi""","""28""","""40 weeks""","""07""","""2021""","""2021""",3622
NA,"""Mississippi""","""28""","""41 weeks""","""08""","""2016""","""2016""",641
NA,"""Mississippi""","""28""","""41 weeks""","""08""","""2017""","""2017""",646
NA,"""Mississippi""","""28""","""41 weeks""","""08""","""2018""","""2018""",591
NA,"""Mississippi""","""28""","""41 weeks""","""08""","""2019""","""2019""",502
NA,"""Mississippi""","""28""","""41 weeks""","""08""","""2020""","""2020""",503
NA,"""Mississippi""","""28""","""41 weeks""","""08""","""2021""","""2021""",474
NA,"""Mississippi""","""28""","""42 weeks or more""","""09""","""2016""","""2016""",62
NA,"""Mississippi""","""28""","""42 weeks or more""","""09""","""2017""","""2017""",43
NA,"""Mississippi""","""28""","""42 weeks or more""","""09""","""2018""","""2018""",50
NA,"""Mississippi""","""28""","""42 weeks or more""","""09""","""2019""","""2019""",39
NA,"""Mississippi""","""28""","""42 weeks or more""","""09""","""2020""","""2020""",45
NA,"""Mississippi""","""28""","""42 weeks or more""","""09""","""2021""","""2021""",41
NA,"""Mississippi""","""28""","""Unknown or Not Stated""","""10""","""2016""","""2016""",17
NA,"""Mississippi""","""28""","""Unknown or Not Stated""","""10""","""2017""","""2017""",10
NA,"""Mississippi""","""28""","""Unknown or Not Stated""","""10""","""2018""","""2018""",17
NA,"""Mississippi""","""28""","""Unknown or Not Stated""","""10""","""2019""","""2019""",15
NA,"""Mississippi""","""28""","""Unknown or Not Stated""","""10""","""2020""","""2020""",10
NA,"""Mississippi""","""28""","""Unknown or Not Stated""","""10""","""2021""","""2021""",16
NA,"""Missouri""","""29""","""Under 20 weeks""","""01""","""2016""","""2016""",33
NA,"""Missouri""","""29""","""Under 20 weeks""","""01""","""2017""","""2017""",24
NA,"""Missouri""","""29""","""Under 20 weeks""","""01""","""2018""","""2018""",27
NA,"""Missouri""","""29""","""Under 20 weeks""","""01""","""2019""","""2019""",23
NA,"""Missouri""","""29""","""Under 20 weeks""","""01""","""2020""","""2020""",33
NA,"""Missouri""","""29""","""Under 20 weeks""","""01""","""2021""","""2021""",20
NA,"""Missouri""","""29""","""20 - 27 weeks""","""02""","""2016""","""2016""",488
NA,"""Missouri""","""29""","""20 - 27 weeks""","""02""","""2017""","""2017""",486
NA,"""Missouri""","""29""","""20 - 27 weeks""","""02""","""2018""","""2018""",437
NA,"""Missouri""","""29""","""20 - 27 weeks""","""02""","""2019""","""2019""",466
NA,"""Missouri""","""29""","""20 - 27 weeks""","""02""","""2020""","""2020""",430
NA,"""Missouri""","""29""","""20 - 27 weeks""","""02""","""2021""","""2021""",425
NA,"""Missouri""","""29""","""28 - 31 weeks""","""03""","""2016""","""2016""",684
NA,"""Missouri""","""29""","""28 - 31 weeks""","""03""","""2017""","""2017""",703
NA,"""Missouri""","""29""","""28 - 31 weeks""","""03""","""2018""","""2018""",720
NA,"""Missouri""","""29""","""28 - 31 weeks""","""03""","""2019""","""2019""",700
NA,"""Missouri""","""29""","""28 - 31 weeks""","""03""","""2020""","""2020""",598
NA,"""Missouri""","""29""","""28 - 31 weeks""","""03""","""2021""","""2021""",625
NA,"""Missouri""","""29""","""32 - 35 weeks""","""04""","""2016""","""2016""",3412
NA,"""Missouri""","""29""","""32 - 35 weeks""","""04""","""2017""","""2017""",3424
NA,"""Missouri""","""29""","""32 - 35 weeks""","""04""","""2018""","""2018""",3546
NA,"""Missouri""","""29""","""32 - 35 weeks""","""04""","""2019""","""2019""",3484
NA,"""Missouri""","""29""","""32 - 35 weeks""","""04""","""2020""","""2020""",3381
NA,"""Missouri""","""29""","""32 - 35 weeks""","""04""","""2021""","""2021""",3527
NA,"""Missouri""","""29""","""36 weeks""","""05""","""2016""","""2016""",2967
NA,"""Missouri""","""29""","""36 weeks""","""05""","""2017""","""2017""",3065
NA,"""Missouri""","""29""","""36 weeks""","""05""","""2018""","""2018""",3119
NA,"""Missouri""","""29""","""36 weeks""","""05""","""2019""","""2019""",3159
NA,"""Missouri""","""29""","""36 weeks""","""05""","""2020""","""2020""",3157
NA,"""Missouri""","""29""","""36 weeks""","""05""","""2021""","""2021""",3224
NA,"""Missouri""","""29""","""37 - 39 weeks""","""06""","""2016""","""2016""",47514
NA,"""Missouri""","""29""","""37 - 39 weeks""","""06""","""2017""","""2017""",46761
NA,"""Missouri""","""29""","""37 - 39 weeks""","""06""","""2018""","""2018""",48395
NA,"""Missouri""","""29""","""37 - 39 weeks""","""06""","""2019""","""2019""",48994
NA,"""Missouri""","""29""","""37 - 39 weeks""","""06""","""2020""","""2020""",48598
NA,"""Missouri""","""29""","""37 - 39 weeks""","""06""","""2021""","""2021""",49058
NA,"""Missouri""","""29""","""40 weeks""","""07""","""2016""","""2016""",15397
NA,"""Missouri""","""29""","""40 weeks""","""07""","""2017""","""2017""",14653
NA,"""Missouri""","""29""","""40 weeks""","""07""","""2018""","""2018""",13688
NA,"""Missouri""","""29""","""40 weeks""","""07""","""2019""","""2019""",12430
NA,"""Missouri""","""29""","""40 weeks""","""07""","""2020""","""2020""",10789
NA,"""Missouri""","""29""","""40 weeks""","""07""","""2021""","""2021""",10372
NA,"""Missouri""","""29""","""41 weeks""","""08""","""2016""","""2016""",3814
NA,"""Missouri""","""29""","""41 weeks""","""08""","""2017""","""2017""",3570
NA,"""Missouri""","""29""","""41 weeks""","""08""","""2018""","""2018""",3031
NA,"""Missouri""","""29""","""41 weeks""","""08""","""2019""","""2019""",2553
NA,"""Missouri""","""29""","""41 weeks""","""08""","""2020""","""2020""",2016
NA,"""Missouri""","""29""","""41 weeks""","""08""","""2021""","""2021""",1904
NA,"""Missouri""","""29""","""42 weeks or more""","""09""","""2016""","""2016""",277
NA,"""Missouri""","""29""","""42 weeks or more""","""09""","""2017""","""2017""",262
NA,"""Missouri""","""29""","""42 weeks or more""","""09""","""2018""","""2018""",235
NA,"""Missouri""","""29""","""42 weeks or more""","""09""","""2019""","""2019""",223
NA,"""Missouri""","""29""","""42 weeks or more""","""09""","""2020""","""2020""",205
NA,"""Missouri""","""29""","""42 weeks or more""","""09""","""2021""","""2021""",207
NA,"""Missouri""","""29""","""Unknown or Not Stated""","""10""","""2016""","""2016""",119
NA,"""Missouri""","""29""","""Unknown or Not Stated""","""10""","""2017""","""2017""",86
NA,"""Missouri""","""29""","""Unknown or Not Stated""","""10""","""2018""","""2018""",71
NA,"""Missouri""","""29""","""Unknown or Not Stated""","""10""","""2019""","""2019""",95
NA,"""Missouri""","""29""","""Unknown or Not Stated""","""10""","""2020""","""2020""",78
NA,"""Missouri""","""29""","""Unknown or Not Stated""","""10""","""2021""","""2021""",91
NA,"""Montana""","""30""","""20 - 27 weeks""","""02""","""2016""","""2016""",62
NA,"""Montana""","""30""","""20 - 27 weeks""","""02""","""2017""","""2017""",48
NA,"""Montana""","""30""","""20 - 27 weeks""","""02""","""2018""","""2018""",41
NA,"""Montana""","""30""","""20 - 27 weeks""","""02""","""2019""","""2019""",41
NA,"""Montana""","""30""","""20 - 27 weeks""","""02""","""2020""","""2020""",47
NA,"""Montana""","""30""","""20 - 27 weeks""","""02""","""2021""","""2021""",47
NA,"""Montana""","""30""","""28 - 31 weeks""","""03""","""2016""","""2016""",94
NA,"""Montana""","""30""","""28 - 31 weeks""","""03""","""2017""","""2017""",100
NA,"""Montana""","""30""","""28 - 31 weeks""","""03""","""2018""","""2018""",80
NA,"""Montana""","""30""","""28 - 31 weeks""","""03""","""2019""","""2019""",75
NA,"""Montana""","""30""","""28 - 31 weeks""","""03""","""2020""","""2020""",87
NA,"""Montana""","""30""","""28 - 31 weeks""","""03""","""2021""","""2021""",94
NA,"""Montana""","""30""","""32 - 35 weeks""","""04""","""2016""","""2016""",486
NA,"""Montana""","""30""","""32 - 35 weeks""","""04""","""2017""","""2017""",511
NA,"""Montana""","""30""","""32 - 35 weeks""","""04""","""2018""","""2018""",498
NA,"""Montana""","""30""","""32 - 35 weeks""","""04""","""2019""","""2019""",500
NA,"""Montana""","""30""","""32 - 35 weeks""","""04""","""2020""","""2020""",509
NA,"""Montana""","""30""","""32 - 35 weeks""","""04""","""2021""","""2021""",487
NA,"""Montana""","""30""","""36 weeks""","""05""","""2016""","""2016""",430
NA,"""Montana""","""30""","""36 weeks""","""05""","""2017""","""2017""",455
NA,"""Montana""","""30""","""36 weeks""","""05""","""2018""","""2018""",426
NA,"""Montana""","""30""","""36 weeks""","""05""","""2019""","""2019""",447
NA,"""Montana""","""30""","""36 weeks""","""05""","""2020""","""2020""",414
NA,"""Montana""","""30""","""36 weeks""","""05""","""2021""","""2021""",460
NA,"""Montana""","""30""","""37 - 39 weeks""","""06""","""2016""","""2016""",7457
NA,"""Montana""","""30""","""37 - 39 weeks""","""06""","""2017""","""2017""",7137
NA,"""Montana""","""30""","""37 - 39 weeks""","""06""","""2018""","""2018""",7293
NA,"""Montana""","""30""","""37 - 39 weeks""","""06""","""2019""","""2019""",7274
NA,"""Montana""","""30""","""37 - 39 weeks""","""06""","""2020""","""2020""",7226
NA,"""Montana""","""30""","""37 - 39 weeks""","""06""","""2021""","""2021""",7599
NA,"""Montana""","""30""","""40 weeks""","""07""","""2016""","""2016""",2734
NA,"""Montana""","""30""","""40 weeks""","""07""","""2017""","""2017""",2655
NA,"""Montana""","""30""","""40 weeks""","""07""","""2018""","""2018""",2402
NA,"""Montana""","""30""","""40 weeks""","""07""","""2019""","""2019""",2144
NA,"""Montana""","""30""","""40 weeks""","""07""","""2020""","""2020""",1966
NA,"""Montana""","""30""","""40 weeks""","""07""","""2021""","""2021""",1988
NA,"""Montana""","""30""","""41 weeks""","""08""","""2016""","""2016""",953
NA,"""Montana""","""30""","""41 weeks""","""08""","""2017""","""2017""",814
NA,"""Montana""","""30""","""41 weeks""","""08""","""2018""","""2018""",717
NA,"""Montana""","""30""","""41 weeks""","""08""","""2019""","""2019""",545
NA,"""Montana""","""30""","""41 weeks""","""08""","""2020""","""2020""",508
NA,"""Montana""","""30""","""41 weeks""","""08""","""2021""","""2021""",509
NA,"""Montana""","""30""","""42 weeks or more""","""09""","""2016""","""2016""",53
NA,"""Montana""","""30""","""42 weeks or more""","""09""","""2017""","""2017""",70
NA,"""Montana""","""30""","""42 weeks or more""","""09""","""2018""","""2018""",48
NA,"""Montana""","""30""","""42 weeks or more""","""09""","""2019""","""2019""",48
NA,"""Montana""","""30""","""42 weeks or more""","""09""","""2020""","""2020""",29
NA,"""Montana""","""30""","""42 weeks or more""","""09""","""2021""","""2021""",33
NA,"""Montana""","""30""","""Unknown or Not Stated""","""10""","""2016""","""2016""",11
NA,"""Montana""","""30""","""Unknown or Not Stated""","""10""","""2021""","""2021""",12
NA,"""Nebraska""","""31""","""Under 20 weeks""","""01""","""2021""","""2021""",12
NA,"""Nebraska""","""31""","""20 - 27 weeks""","""02""","""2016""","""2016""",134
NA,"""Nebraska""","""31""","""20 - 27 weeks""","""02""","""2017""","""2017""",105
NA,"""Nebraska""","""31""","""20 - 27 weeks""","""02""","""2018""","""2018""",123
NA,"""Nebraska""","""31""","""20 - 27 weeks""","""02""","""2019""","""2019""",113
NA,"""Nebraska""","""31""","""20 - 27 weeks""","""02""","""2020""","""2020""",118
NA,"""Nebraska""","""31""","""20 - 27 weeks""","""02""","""2021""","""2021""",130
NA,"""Nebraska""","""31""","""28 - 31 weeks""","""03""","""2016""","""2016""",239
NA,"""Nebraska""","""31""","""28 - 31 weeks""","""03""","""2017""","""2017""",240
NA,"""Nebraska""","""31""","""28 - 31 weeks""","""03""","""2018""","""2018""",240
NA,"""Nebraska""","""31""","""28 - 31 weeks""","""03""","""2019""","""2019""",242
NA,"""Nebraska""","""31""","""28 - 31 weeks""","""03""","""2020""","""2020""",221
NA,"""Nebraska""","""31""","""28 - 31 weeks""","""03""","""2021""","""2021""",248
NA,"""Nebraska""","""31""","""32 - 35 weeks""","""04""","""2016""","""2016""",1095
NA,"""Nebraska""","""31""","""32 - 35 weeks""","""04""","""2017""","""2017""",1176
NA,"""Nebraska""","""31""","""32 - 35 weeks""","""04""","""2018""","""2018""",1169
NA,"""Nebraska""","""31""","""32 - 35 weeks""","""04""","""2019""","""2019""",1118
NA,"""Nebraska""","""31""","""32 - 35 weeks""","""04""","""2020""","""2020""",1039
NA,"""Nebraska""","""31""","""32 - 35 weeks""","""04""","""2021""","""2021""",1096
NA,"""Nebraska""","""31""","""36 weeks""","""05""","""2016""","""2016""",1078
NA,"""Nebraska""","""31""","""36 weeks""","""05""","""2017""","""2017""",1032
NA,"""Nebraska""","""31""","""36 weeks""","""05""","""2018""","""2018""",1125
NA,"""Nebraska""","""31""","""36 weeks""","""05""","""2019""","""2019""",1116
NA,"""Nebraska""","""31""","""36 weeks""","""05""","""2020""","""2020""",1159
NA,"""Nebraska""","""31""","""36 weeks""","""05""","""2021""","""2021""",1167
NA,"""Nebraska""","""31""","""37 - 39 weeks""","""06""","""2016""","""2016""",17056
NA,"""Nebraska""","""31""","""37 - 39 weeks""","""06""","""2017""","""2017""",16667
NA,"""Nebraska""","""31""","""37 - 39 weeks""","""06""","""2018""","""2018""",16732
NA,"""Nebraska""","""31""","""37 - 39 weeks""","""06""","""2019""","""2019""",16683
NA,"""Nebraska""","""31""","""37 - 39 weeks""","""06""","""2020""","""2020""",16815
NA,"""Nebraska""","""31""","""37 - 39 weeks""","""06""","""2021""","""2021""",17395
NA,"""Nebraska""","""31""","""40 weeks""","""07""","""2016""","""2016""",5570
NA,"""Nebraska""","""31""","""40 weeks""","""07""","""2017""","""2017""",5214
NA,"""Nebraska""","""31""","""40 weeks""","""07""","""2018""","""2018""",4970
NA,"""Nebraska""","""31""","""40 weeks""","""07""","""2019""","""2019""",4628
NA,"""Nebraska""","""31""","""40 weeks""","""07""","""2020""","""2020""",4120
NA,"""Nebraska""","""31""","""40 weeks""","""07""","""2021""","""2021""",3825
NA,"""Nebraska""","""31""","""41 weeks""","""08""","""2016""","""2016""",1329
NA,"""Nebraska""","""31""","""41 weeks""","""08""","""2017""","""2017""",1300
NA,"""Nebraska""","""31""","""41 weeks""","""08""","""2018""","""2018""",1055
NA,"""Nebraska""","""31""","""41 weeks""","""08""","""2019""","""2019""",796
NA,"""Nebraska""","""31""","""41 weeks""","""08""","""2020""","""2020""",742
NA,"""Nebraska""","""31""","""41 weeks""","""08""","""2021""","""2021""",693
NA,"""Nebraska""","""31""","""42 weeks or more""","""09""","""2016""","""2016""",65
NA,"""Nebraska""","""31""","""42 weeks or more""","""09""","""2017""","""2017""",69
NA,"""Nebraska""","""31""","""42 weeks or more""","""09""","""2018""","""2018""",62
NA,"""Nebraska""","""31""","""42 weeks or more""","""09""","""2019""","""2019""",43
NA,"""Nebraska""","""31""","""42 weeks or more""","""09""","""2020""","""2020""",53
NA,"""Nebraska""","""31""","""42 weeks or more""","""09""","""2021""","""2021""",32
NA,"""Nebraska""","""31""","""Unknown or Not Stated""","""10""","""2016""","""2016""",15
NA,"""Nebraska""","""31""","""Unknown or Not Stated""","""10""","""2017""","""2017""",15
NA,"""Nebraska""","""31""","""Unknown or Not Stated""","""10""","""2020""","""2020""",15
NA,"""Nebraska""","""31""","""Unknown or Not Stated""","""10""","""2021""","""2021""",11
NA,"""Nevada""","""32""","""Under 20 weeks""","""01""","""2018""","""2018""",10
NA,"""Nevada""","""32""","""20 - 27 weeks""","""02""","""2016""","""2016""",218
NA,"""Nevada""","""32""","""20 - 27 weeks""","""02""","""2017""","""2017""",252
NA,"""Nevada""","""32""","""20 - 27 weeks""","""02""","""2018""","""2018""",212
NA,"""Nevada""","""32""","""20 - 27 weeks""","""02""","""2019""","""2019""",202
NA,"""Nevada""","""32""","""20 - 27 weeks""","""02""","""2020""","""2020""",196
NA,"""Nevada""","""32""","""20 - 27 weeks""","""02""","""2021""","""2021""",229
NA,"""Nevada""","""32""","""28 - 31 weeks""","""03""","""2016""","""2016""",333
NA,"""Nevada""","""32""","""28 - 31 weeks""","""03""","""2017""","""2017""",346
NA,"""Nevada""","""32""","""28 - 31 weeks""","""03""","""2018""","""2018""",310
NA,"""Nevada""","""32""","""28 - 31 weeks""","""03""","""2019""","""2019""",324
NA,"""Nevada""","""32""","""28 - 31 weeks""","""03""","""2020""","""2020""",308
NA,"""Nevada""","""32""","""28 - 31 weeks""","""03""","""2021""","""2021""",321
NA,"""Nevada""","""32""","""32 - 35 weeks""","""04""","""2016""","""2016""",1637
NA,"""Nevada""","""32""","""32 - 35 weeks""","""04""","""2017""","""2017""",1766
NA,"""Nevada""","""32""","""32 - 35 weeks""","""04""","""2018""","""2018""",1645
NA,"""Nevada""","""32""","""32 - 35 weeks""","""04""","""2019""","""2019""",1688
NA,"""Nevada""","""32""","""32 - 35 weeks""","""04""","""2020""","""2020""",1643
NA,"""Nevada""","""32""","""32 - 35 weeks""","""04""","""2021""","""2021""",1707
NA,"""Nevada""","""32""","""36 weeks""","""05""","""2016""","""2016""",1565
NA,"""Nevada""","""32""","""36 weeks""","""05""","""2017""","""2017""",1461
NA,"""Nevada""","""32""","""36 weeks""","""05""","""2018""","""2018""",1439
NA,"""Nevada""","""32""","""36 weeks""","""05""","""2019""","""2019""",1521
NA,"""Nevada""","""32""","""36 weeks""","""05""","""2020""","""2020""",1439
NA,"""Nevada""","""32""","""36 weeks""","""05""","""2021""","""2021""",1516
NA,"""Nevada""","""32""","""37 - 39 weeks""","""06""","""2016""","""2016""",23517
NA,"""Nevada""","""32""","""37 - 39 weeks""","""06""","""2017""","""2017""",22973
NA,"""Nevada""","""32""","""37 - 39 weeks""","""06""","""2018""","""2018""",23083
NA,"""Nevada""","""32""","""37 - 39 weeks""","""06""","""2019""","""2019""",23360
NA,"""Nevada""","""32""","""37 - 39 weeks""","""06""","""2020""","""2020""",23251
NA,"""Nevada""","""32""","""37 - 39 weeks""","""06""","""2021""","""2021""",23324
NA,"""Nevada""","""32""","""40 weeks""","""07""","""2016""","""2016""",7368
NA,"""Nevada""","""32""","""40 weeks""","""07""","""2017""","""2017""",7305
NA,"""Nevada""","""32""","""40 weeks""","""07""","""2018""","""2018""",7308
NA,"""Nevada""","""32""","""40 weeks""","""07""","""2019""","""2019""",6520
NA,"""Nevada""","""32""","""40 weeks""","""07""","""2020""","""2020""",5770
NA,"""Nevada""","""32""","""40 weeks""","""07""","""2021""","""2021""",5566
NA,"""Nevada""","""32""","""41 weeks""","""08""","""2016""","""2016""",1529
NA,"""Nevada""","""32""","""41 weeks""","""08""","""2017""","""2017""",1557
NA,"""Nevada""","""32""","""41 weeks""","""08""","""2018""","""2018""",1567
NA,"""Nevada""","""32""","""41 weeks""","""08""","""2019""","""2019""",1358
NA,"""Nevada""","""32""","""41 weeks""","""08""","""2020""","""2020""",965
NA,"""Nevada""","""32""","""41 weeks""","""08""","""2021""","""2021""",946
NA,"""Nevada""","""32""","""42 weeks or more""","""09""","""2016""","""2016""",74
NA,"""Nevada""","""32""","""42 weeks or more""","""09""","""2017""","""2017""",73
NA,"""Nevada""","""32""","""42 weeks or more""","""09""","""2018""","""2018""",94
NA,"""Nevada""","""32""","""42 weeks or more""","""09""","""2019""","""2019""",81
NA,"""Nevada""","""32""","""42 weeks or more""","""09""","""2020""","""2020""",57
NA,"""Nevada""","""32""","""42 weeks or more""","""09""","""2021""","""2021""",61
NA,"""Nevada""","""32""","""Unknown or Not Stated""","""10""","""2016""","""2016""",14
NA,"""Nevada""","""32""","""Unknown or Not Stated""","""10""","""2017""","""2017""",15
NA,"""Nevada""","""32""","""Unknown or Not Stated""","""10""","""2018""","""2018""",14
NA,"""Nevada""","""32""","""Unknown or Not Stated""","""10""","""2019""","""2019""",11
NA,"""Nevada""","""32""","""Unknown or Not Stated""","""10""","""2020""","""2020""",16
NA,"""Nevada""","""32""","""Unknown or Not Stated""","""10""","""2021""","""2021""",10
NA,"""New Hampshire""","""33""","""20 - 27 weeks""","""02""","""2016""","""2016""",50
NA,"""New Hampshire""","""33""","""20 - 27 weeks""","""02""","""2017""","""2017""",54
NA,"""New Hampshire""","""33""","""20 - 27 weeks""","""02""","""2018""","""2018""",61
NA,"""New Hampshire""","""33""","""20 - 27 weeks""","""02""","""2019""","""2019""",41
NA,"""New Hampshire""","""33""","""20 - 27 weeks""","""02""","""2020""","""2020""",60
NA,"""New Hampshire""","""33""","""20 - 27 weeks""","""02""","""2021""","""2021""",48
NA,"""New Hampshire""","""33""","""28 - 31 weeks""","""03""","""2016""","""2016""",90
NA,"""New Hampshire""","""33""","""28 - 31 weeks""","""03""","""2017""","""2017""",92
NA,"""New Hampshire""","""33""","""28 - 31 weeks""","""03""","""2018""","""2018""",90
NA,"""New Hampshire""","""33""","""28 - 31 weeks""","""03""","""2019""","""2019""",70
NA,"""New Hampshire""","""33""","""28 - 31 weeks""","""03""","""2020""","""2020""",85
NA,"""New Hampshire""","""33""","""28 - 31 weeks""","""03""","""2021""","""2021""",88
NA,"""New Hampshire""","""33""","""32 - 35 weeks""","""04""","""2016""","""2016""",437
NA,"""New Hampshire""","""33""","""32 - 35 weeks""","""04""","""2017""","""2017""",446
NA,"""New Hampshire""","""33""","""32 - 35 weeks""","""04""","""2018""","""2018""",446
NA,"""New Hampshire""","""33""","""32 - 35 weeks""","""04""","""2019""","""2019""",418
NA,"""New Hampshire""","""33""","""32 - 35 weeks""","""04""","""2020""","""2020""",472
NA,"""New Hampshire""","""33""","""32 - 35 weeks""","""04""","""2021""","""2021""",503
NA,"""New Hampshire""","""33""","""36 weeks""","""05""","""2016""","""2016""",375
NA,"""New Hampshire""","""33""","""36 weeks""","""05""","""2017""","""2017""",416
NA,"""New Hampshire""","""33""","""36 weeks""","""05""","""2018""","""2018""",397
NA,"""New Hampshire""","""33""","""36 weeks""","""05""","""2019""","""2019""",440
NA,"""New Hampshire""","""33""","""36 weeks""","""05""","""2020""","""2020""",372
NA,"""New Hampshire""","""33""","""36 weeks""","""05""","""2021""","""2021""",436
NA,"""New Hampshire""","""33""","""37 - 39 weeks""","""06""","""2016""","""2016""",6563
NA,"""New Hampshire""","""33""","""37 - 39 weeks""","""06""","""2017""","""2017""",6605
NA,"""New Hampshire""","""33""","""37 - 39 weeks""","""06""","""2018""","""2018""",6678
NA,"""New Hampshire""","""33""","""37 - 39 weeks""","""06""","""2019""","""2019""",6798
NA,"""New Hampshire""","""33""","""37 - 39 weeks""","""06""","""2020""","""2020""",6800
NA,"""New Hampshire""","""33""","""37 - 39 weeks""","""06""","""2021""","""2021""",7392
NA,"""New Hampshire""","""33""","""40 weeks""","""07""","""2016""","""2016""",3026
NA,"""New Hampshire""","""33""","""40 weeks""","""07""","""2017""","""2017""",2828
NA,"""New Hampshire""","""33""","""40 weeks""","""07""","""2018""","""2018""",2721
NA,"""New Hampshire""","""33""","""40 weeks""","""07""","""2019""","""2019""",2655
NA,"""New Hampshire""","""33""","""40 weeks""","""07""","""2020""","""2020""",2607
NA,"""New Hampshire""","""33""","""40 weeks""","""07""","""2021""","""2021""",2701
NA,"""New Hampshire""","""33""","""41 weeks""","""08""","""2016""","""2016""",1616
NA,"""New Hampshire""","""33""","""41 weeks""","""08""","""2017""","""2017""",1567
NA,"""New Hampshire""","""33""","""41 weeks""","""08""","""2018""","""2018""",1516
NA,"""New Hampshire""","""33""","""41 weeks""","""08""","""2019""","""2019""",1366
NA,"""New Hampshire""","""33""","""41 weeks""","""08""","""2020""","""2020""",1309
NA,"""New Hampshire""","""33""","""41 weeks""","""08""","""2021""","""2021""",1373
NA,"""New Hampshire""","""33""","""42 weeks or more""","""09""","""2016""","""2016""",93
NA,"""New Hampshire""","""33""","""42 weeks or more""","""09""","""2017""","""2017""",86
NA,"""New Hampshire""","""33""","""42 weeks or more""","""09""","""2018""","""2018""",72
NA,"""New Hampshire""","""33""","""42 weeks or more""","""09""","""2019""","""2019""",42
NA,"""New Hampshire""","""33""","""42 weeks or more""","""09""","""2020""","""2020""",72
NA,"""New Hampshire""","""33""","""42 weeks or more""","""09""","""2021""","""2021""",61
NA,"""New Hampshire""","""33""","""Unknown or Not Stated""","""10""","""2016""","""2016""",15
NA,"""New Hampshire""","""33""","""Unknown or Not Stated""","""10""","""2017""","""2017""",20
NA,"""New Hampshire""","""33""","""Unknown or Not Stated""","""10""","""2018""","""2018""",13
NA,"""New Hampshire""","""33""","""Unknown or Not Stated""","""10""","""2020""","""2020""",12
NA,"""New Hampshire""","""33""","""Unknown or Not Stated""","""10""","""2021""","""2021""",21
NA,"""New Jersey""","""34""","""Under 20 weeks""","""01""","""2016""","""2016""",24
NA,"""New Jersey""","""34""","""Under 20 weeks""","""01""","""2017""","""2017""",25
NA,"""New Jersey""","""34""","""Under 20 weeks""","""01""","""2018""","""2018""",12
NA,"""New Jersey""","""34""","""Under 20 weeks""","""01""","""2019""","""2019""",18
NA,"""New Jersey""","""34""","""Under 20 weeks""","""01""","""2020""","""2020""",17
NA,"""New Jersey""","""34""","""Under 20 weeks""","""01""","""2021""","""2021""",11
NA,"""New Jersey""","""34""","""20 - 27 weeks""","""02""","""2016""","""2016""",616
NA,"""New Jersey""","""34""","""20 - 27 weeks""","""02""","""2017""","""2017""",618
NA,"""New Jersey""","""34""","""20 - 27 weeks""","""02""","""2018""","""2018""",580
NA,"""New Jersey""","""34""","""20 - 27 weeks""","""02""","""2019""","""2019""",577
NA,"""New Jersey""","""34""","""20 - 27 weeks""","""02""","""2020""","""2020""",516
NA,"""New Jersey""","""34""","""20 - 27 weeks""","""02""","""2021""","""2021""",501
NA,"""New Jersey""","""34""","""28 - 31 weeks""","""03""","""2016""","""2016""",955
NA,"""New Jersey""","""34""","""28 - 31 weeks""","""03""","""2017""","""2017""",858
NA,"""New Jersey""","""34""","""28 - 31 weeks""","""03""","""2018""","""2018""",926
NA,"""New Jersey""","""34""","""28 - 31 weeks""","""03""","""2019""","""2019""",886
NA,"""New Jersey""","""34""","""28 - 31 weeks""","""03""","""2020""","""2020""",816
NA,"""New Jersey""","""34""","""28 - 31 weeks""","""03""","""2021""","""2021""",839
NA,"""New Jersey""","""34""","""32 - 35 weeks""","""04""","""2016""","""2016""",4526
NA,"""New Jersey""","""34""","""32 - 35 weeks""","""04""","""2017""","""2017""",4356
NA,"""New Jersey""","""34""","""32 - 35 weeks""","""04""","""2018""","""2018""",4375
NA,"""New Jersey""","""34""","""32 - 35 weeks""","""04""","""2019""","""2019""",4231
NA,"""New Jersey""","""34""","""32 - 35 weeks""","""04""","""2020""","""2020""",4126
NA,"""New Jersey""","""34""","""32 - 35 weeks""","""04""","""2021""","""2021""",4241
NA,"""New Jersey""","""34""","""36 weeks""","""05""","""2016""","""2016""",4005
NA,"""New Jersey""","""34""","""36 weeks""","""05""","""2017""","""2017""",3756
NA,"""New Jersey""","""34""","""36 weeks""","""05""","""2018""","""2018""",3725
NA,"""New Jersey""","""34""","""36 weeks""","""05""","""2019""","""2019""",3798
NA,"""New Jersey""","""34""","""36 weeks""","""05""","""2020""","""2020""",3666
NA,"""New Jersey""","""34""","""36 weeks""","""05""","""2021""","""2021""",3721
NA,"""New Jersey""","""34""","""37 - 39 weeks""","""06""","""2016""","""2016""",62927
NA,"""New Jersey""","""34""","""37 - 39 weeks""","""06""","""2017""","""2017""",62386
NA,"""New Jersey""","""34""","""37 - 39 weeks""","""06""","""2018""","""2018""",62557
NA,"""New Jersey""","""34""","""37 - 39 weeks""","""06""","""2019""","""2019""",62478
NA,"""New Jersey""","""34""","""37 - 39 weeks""","""06""","""2020""","""2020""",61770
NA,"""New Jersey""","""34""","""37 - 39 weeks""","""06""","""2021""","""2021""",65195
